0	Syd
1	UWA
2	ANU
3	LaT
4	Mel
5	LSE
6	Mon
7	New
8	NSW
9	Adl
10	Tas
11	economics
12	medicine
13	humanities_law
14	humanities
15	law
16	economics_law
17	mathematics_computerScience
18	biol_chem_phys
19	biol_chem_phys_engineering
20	socialScience
21	school_teacher
22	trade_unionist
23	employed_professional
24	full-time_politician
25	employed_blue-collar_worker
26	university_professor
27	self-employed_small_businessman
28	self-employed_farmer_fisherman
29	employed_top_management
30	employed_middle_management
31	employed_other_white-collar_worker
32	self-employed_professional
33	Military
