0	Cam
1	Syd
2	Mel
3	Mon
4	Qld
5	Oxf
6	UWA
7	Adl
8	humanities
9	economics_law
10	agronomy
11	economics
12	law
13	humanities_law
14	humanities_economics
15	employed_top_management
16	employed_professional
17	self-employed_farmer_fisherman
18	self-employed_professional
19	peak_body_industrial_association
20	full-time_politician
21	employed_other_white-collar_worker
22	university_professor
23	school_teacher
24	self-employed_small_businessman
25	employed_middle_management
26	Military
