0	Swi
1	PIT
2	Mel
3	Mon
4	Qld
5	Syd
6	UWA
7	Mac
8	QUT
9	UTS
10	New
11	ANU
12	Fli
13	UC
14	Tas
15	LaT
16	NSW
17	Adl
18	economics
19	socialScience
20	humanities
21	humanities_law
22	law
23	economics_law
24	biol_chem_phys
25	employed_top_management
26	employed_professional
27	school_teacher
28	trade_unionist
29	full-time_politician
30	employed_blue-collar_worker
31	employed_other_white-collar_worker
32	self-employed_small_businessman
33	university_professor
34	employed_middle_management
35	Military
