0	Mur
1	Mon
2	Qld
3	Syd
4	Mel
5	UNE
6	Adl
7	ANU
8	UWA
9	LaT
10	LSE
11	UWE
12	New
13	Oth
14	QIT
15	NSW
16	Tas
17	Cur
18	humanities
19	economics
20	medicine
21	law
22	economics_law
23	socialScience
24	mathematics_computerScience
25	biol_chem_phys
26	humanities_law
27	biol_chem_phys_engineering
28	full-time_politician
29	employed_professional
30	self-employed_small_businessman
31	school_teacher
32	trade_unionist
33	employed_blue-collar_worker
34	university_professor
35	self-employed_farmer_fisherman
36	employed_top_management
37	employed_middle_management
38	employed_other_white-collar_worker
39	self-employed_professional
40	Military
