0	Cam
1	Syd
2	Mel
3	Adl
4	Qld
5	Oxf
6	UWA
7	Oth
8	Tas
9	humanities
10	economics_law
11	law
12	economics
13	humanities_law
14	agronomy
15	humanities_economics
16	medicine
17	employed_top_management
18	employed_professional
19	self-employed_farmer_fisherman
20	self-employed_professional
21	peak_body_industrial_association
22	full-time_politician
23	employed_blue-collar_worker
24	employed_other_white-collar_worker
25	no_previous_occupation
26	school_teacher
27	university_professor
28	self-employed_small_businessman
29	employed_middle_management
30	Military
