phid,Name,Party,Sex,Uni,Subject,PrinOcc,Military,mpFrom,mpTo,year
phid/30540,gai brodtmann,ALP,female,ANU,humanities,self-employed_small_businessman,NA,2010-08-21,2019-04-11,2017
phid/37998,jim chalmers,ALP,male,Gri,economics,university_professor,NA,2013-09-07,2023-01-01,2017
phid/53517,milton dick,ALP,male,UQ,socialScience,full-time_politician,NA,2016-07-02,2023-01-01,2017
phid/83M,tanya plibersek,ALP,female,UTS,humanities,employed_other_white-collar_worker,NA,1998-10-03,2023-01-01,2017
phid/86256,julian hill,ALP,male,Mon,biol_chem_phys,employed_middle_management,NA,2016-07-02,2023-01-01,2017
phid/8GH,linda burney,ALP,female,CSU,other,school_teacher,NA,2016-07-02,2023-01-01,2017
phid/8K6,joel fitzgibbon,ALP,male,NA,NA,self-employed_small_businessman,NA,1996-03-02,2023-01-01,2017
phid/91219,ed husic,ALP,male,UWS,humanities,full-time_politician,NA,2010-08-21,2023-01-01,2017
phid/A9B,stephen jones,ALP,male,Wol,humanities,trade_unionist,NA,2016-07-02,2023-01-01,2017
phid/BU8,andrew leigh,ALP,male,Syd,humanities,university_professor,NA,2016-07-02,2023-01-01,2017
phid/DYW,tony burke,ALP,male,NA,NA,employed_top_management,NA,2004-10-09,2023-01-01,2017
phid/DZP,sharon bird,ALP,female,Syd,humanities,school_teacher,NA,2004-10-09,2023-01-01,2017
phid/DZS,chris bowen,ALP,male,Syd,economics,trade_unionist,NA,2010-08-21,2023-01-01,2017
phid/DZU,kate ellis,ALP,female,NA,NA,full-time_politician,NA,2004-10-09,2019-04-11,2017
phid/DZW,justine elliot,ALP,female,Qld,humanities,other,NA,2004-10-09,2023-01-01,2017
phid/DZY,steve georganas,ALP,male,NA,NA,employed_other_white-collar_worker,NA,2016-07-02,2019-04-11,2017
phid/E09,julie owens,ALP,female,Qld,other,employed_top_management,NA,2004-10-09,2023-01-01,2017
phid/ECV,chris hayes,ALP,male,NA,NA,trade_unionist,NA,2010-08-21,2023-01-01,2017
phid/HRI,mike kelly,ALP,male,Mac,humanities_law,other,Military,2016-07-02,2020-04-30,2017
phid/HVO,shayne neumann,ALP,male,Qld,humanities_law,employed_professional,NA,2007-11-24,2023-01-01,2017
phid/HVP,graham perrett,ALP,male,Qld,humanities,full-time_politician,NA,2007-11-24,2023-01-01,2017
phid/HW9,nick champion,ALP,male,NA,humanities,employed_other_white-collar_worker,NA,2007-11-24,2019-04-11,2017
phid/HWA,amanda rishworth,ALP,female,Fli,socialScience,employed_professional,NA,2007-11-24,2023-01-01,2017
phid/HWB,tony zappia,ALP,male,NA,NA,employed_other_white-collar_worker,NA,2007-11-24,2023-01-01,2017
phid/HWG,mark dreyfus,ALP,male,Mel,humanities_law,employed_professional,NA,2007-11-24,2023-01-01,2017
phid/HWK,mark butler,ALP,male,Adl,law,trade_unionist,NA,2007-11-24,2019-04-11,2017
phid/HWL,jason clare,ALP,male,NSW,humanities_law,full-time_politician,NA,2007-11-24,2023-01-01,2017
phid/HWM,julie collins,ALP,female,NA,NA,full-time_politician,NA,2007-11-24,2023-01-01,2017
phid/HWQ,richard marles,ALP,male,Mel,biol_chem_phys_law,trade_unionist,NA,2007-11-24,2023-01-01,2017
phid/I0O,david feeney,ALP,male,Mon,socialScience,full-time_politician,NA,2013-09-07,2018-02-01,2017
phid/IJ4,warren snowdon,ALP,male,ANU,humanities,school_teacher,NA,2001-11-10,2023-01-01,2017
phid/M3E,rob mitchell,ALP,male,NA,NA,employed_other_white-collar_worker,NA,2010-08-21,2023-01-01,2017
phid/PG6,jenny macklin,ALP,female,Mel,economics,employed_professional,NA,1996-03-02,2019-04-11,2017
phid/R36,anthony albanese,ALP,male,Syd,economics,full-time_politician,NA,1996-03-02,2023-01-01,2017
phid/WF6,michael danby,ALP,male,NA,NA,full-time_politician,Military,1998-10-03,2019-04-11,2017
