phid,Name,Party,Sex,Uni,Subject,PrinOcc,Military,mpFrom,mpTo,year
phid/00AMN,sussan ley,LP,female,LaT,economics,employed_top_management,NA,2001-11-10,2023-01-01,2008
phid/00AMO,pat farmer,LP,male,NA,NA,employed_blue-collar_worker,NA,2001-11-10,2010-07-19,2008
phid/00AMU,sophie mirabella,LP,female,Mel,economics_law,employed_professional,NA,2001-11-10,2013-09-07,2008
phid/00AMV,greg hunt,LP,male,Mel,humanities_law,full-time_politician,NA,2001-11-10,2023-01-01,2008
phid/00AMX,michael johnson,LP,male,Qld,humanities_law,employed_professional,NA,2001-11-10,2010-08-21,2008
phid/00APG,tony smith,LP,male,Mel,humanities_economics,full-time_politician,NA,2001-11-10,2023-01-01,2008
phid/0J4,philip ruddock,LP,male,Syd,humanities_law,employed_professional,NA,1993-03-13,2016-05-09,2008
phid/0V5,peter slipper,LP,male,Qld,humanities_law,employed_professional,NA,1993-03-13,2013-09-07,2008
phid/1K6,bruce billson,LP,male,RMIT,economics,full-time_politician,NA,1996-03-02,2016-05-09,2008
phid/4G4,alexander downer,LP,male,NUK,economics,employed_professional,NA,1984-12-01,2008-07-14,2008
phid/4V5,judi moylan,LP,female,NA,NA,employed_top_management,NA,1993-03-13,2013-08-05,2008
phid/83B,margaret may,LP,female,NA,NA,employed_other_white-collar_worker,NA,1998-10-03,2010-07-19,2008
phid/83P,julie bishop,LP,female,Adl,law,employed_top_management,NA,1998-10-03,2019-05-18,2008
phid/83Q,alby schultz,LP,male,NA,NA,employed_blue-collar_worker,NA,1998-10-03,2013-08-05,2008
phid/848,patrick secker,LP,male,Fli,economics,employed_top_management,NA,1998-10-03,2013-08-05,2008
phid/84F,mal washer,LP,male,UWA,medicine,employed_professional,NA,1998-10-03,2013-08-05,2008
phid/84T,barry haase,LP,male,NA,NA,employed_top_management,Military,1998-10-03,2010-08-21,2008
phid/885,malcolm turnbull,LP,male,Syd,humanities_law,employed_professional,NA,2004-10-09,2018-08-31,2008
phid/8H4,david hawker,LP,male,Mel,economics,self-employed_farmer_fisherman,NA,1983-05-07,2010-07-19,2008
phid/9V5,christopher pyne,LP,male,Adl,law,employed_professional,NA,1993-03-13,2019-04-11,2008
phid/A8W,chris pearce,LP,male,Mon,economics,employed_top_management,NA,2001-07-14,2010-07-19,2008
phid/AK6,joanna gash,LP,female,NA,NA,employed_other_white-collar_worker,NA,1996-03-02,2013-08-05,2008
phid/CT4,peter costello,LP,male,Mon,humanities_law,employed_professional,Military,1990-03-24,2009-10-19,2008
phid/DK6,joe hockey,LP,male,Syd,humanities_law,full-time_politician,NA,1996-03-02,2015-10-23,2008
phid/DYN,dennis jensen,LP,male,RMIT,biol_chem_phys,employed_professional,NA,2004-10-09,2016-07-02,2008
phid/E07,louise markus,LP,female,NSW,socialScience,other,NA,2004-10-09,2010-08-21,2008
phid/E0F,jason wood,LP,male,RMIT,socialScience,employed_blue-collar_worker,NA,2004-10-09,2010-08-21,2008
phid/E0J,michael keenan,LP,male,Mur,humanities,employed_other_white-collar_worker,NA,2004-10-09,2019-04-11,2008
phid/E3L,scott morrison,LP,male,NSW,biol_chem_phys,employed_top_management,NA,2007-11-24,2023-01-01,2008
phid/EM6,sharman stone,LP,female,Mon,socialScience,employed_top_management,NA,1996-03-02,2016-05-09,2008
phid/EZ5,tony abbott,LP,male,Syd,economics_law,employed_top_management,NA,1994-03-26,2019-05-18,2008
phid/FU4,andrew robb,LP,male,LaT,agronomy_economics,full-time_politician,NA,2004-10-09,2016-05-09,2008
phid/HK5,kevin andrews,LP,male,Mel,law,employed_professional,NA,1991-05-11,2023-01-01,2008
phid/HK6,peter lindsay,LP,male,NA,NA,employed_middle_management,NA,1996-03-02,2010-07-19,2008
phid/HM5,petro georgiou,LP,male,Mel,humanities,full-time_politician,NA,1994-11-19,2010-07-19,2008
phid/HWE,luke simpkins,LP,male,NSW,humanities,other,Military,2007-11-24,2016-07-02,2008
phid/HWO,alex hawke,LP,male,Syd,humanities,full-time_politician,Military,2007-11-24,2023-01-01,2008
phid/HWP,nola marino,LP,female,NA,NA,self-employed_small_businessman,NA,2007-11-24,2023-01-01,2008
phid/HWS,rowan ramsey,LP,male,NA,NA,self-employed_farmer_fisherman,NA,2007-11-24,2023-01-01,2008
phid/HYM,steve irons,LP,male,NA,NA,employed_top_management,NA,2007-11-24,2023-01-01,2008
phid/JT4,fran bailey,LP,female,Qld,other,school_teacher,NA,1996-03-02,2010-07-19,2008
phid/LL6,bob baldwin,LP,male,NA,NA,employed_top_management,NA,2001-11-10,2016-05-09,2008
phid/MT4,russell broadbent,LP,male,NA,NA,employed_top_management,NA,2004-10-09,2019-04-11,2008
phid/PK6,don randall,LP,male,NA,NA,school_teacher,NA,2001-11-10,2015-07-21,2008
phid/RW5,brendan nelson,LP,male,Fli,medicine,employed_professional,NA,1996-03-02,2009-10-19,2008
phid/SE4,bronwyn bishop,LP,female,NA,law,employed_top_management,NA,1994-03-26,2016-05-09,2008
phid/SJ4,wilson tuckey,LP,male,NA,NA,employed_top_management,NA,1980-10-18,2010-08-21,2008
phid/TK6,andrew southcott,LP,male,Adl,medicine,employed_professional,NA,1996-03-02,2016-05-09,2008
phid/VK6,danna vale,LP,female,UNE,humanities,employed_professional,NA,1996-03-02,2010-07-19,2008
phid/WN6,ian macfarlane,LP,male,NA,NA,self-employed_farmer_fisherman,NA,1998-10-03,2016-05-09,2008
phid/ZT4,alex somlyay,LP,male,ANU,economics,employed_professional,NA,1990-03-24,2013-08-05,2008
