phid,Name,Party,Sex,Uni,Subject,PrinOcc,Military,mpFrom,mpTo,year
phid/0E4,carolyn jakobsen,ALP,female,Mur,humanities,full-time_politician,NA,1984-12-01,1993-03-13,1989
phid/0G4,barry cunningham,ALP,male,NA,NA,self-employed_farmer_fisherman,NA,1980-10-18,1990-03-24,1989
phid/0H4,alan griffiths,ALP,male,Mon,economics,employed_professional,NA,1983-03-05,1996-01-29,1989
phid/1F4,john brumby,ALP,male,Mel,economics,trade_unionist,NA,1983-03-05,1990-03-24,1989
phid/2J4,john saunderson,ALP,male,NA,NA,trade_unionist,NA,1984-12-01,1990-03-24,1989
phid/2K4,keith wright,ALP,male,Qld,economics,school_teacher,Military,1984-12-01,1993-03-13,1989
phid/3J4,rod sawford,ALP,male,NA,NA,school_teacher,NA,1988-03-26,2007-10-17,1989
phid/4I4,leo mcleay,ALP,male,NA,NA,trade_unionist,NA,1979-06-23,1993-03-13,1989
phid/5A5,bob brown,ALP,male,Syd,medicine,school_teacher,NA,1984-12-01,1998-08-31,1989
phid/5G4,stephen dubois,ALP,male,NA,NA,full-time_politician,NA,1984-12-01,1993-02-08,1989
phid/5H4,gerry hand,ALP,male,NA,NA,full-time_politician,NA,1983-03-05,1993-02-08,1989
phid/5J4,gordon scholes,ALP,male,NA,NA,employed_blue-collar_worker,NA,1967-07-22,1993-02-08,1989
phid/6G4,michael duffy,ALP,male,Mel,law,employed_professional,NA,1980-10-18,1996-01-29,1989
phid/6J4,con sciacca,ALP,male,Qld,law,employed_professional,NA,1987-07-11,1996-03-02,1989
phid/7G4,peter duncan,ALP,male,Adl,law,employed_professional,NA,1984-12-01,1996-03-02,1989
phid/7H4,elizabeth harvey,ALP,female,Adl,humanities,school_teacher,NA,1987-07-11,1990-03-24,1989
phid/7J4,john scott,ALP,male,NA,NA,trade_unionist,Military,1980-10-18,1993-02-08,1989
phid/8I4,stephen martin,ALP,male,ANU,humanities,university_professor,NA,1984-12-01,1993-03-13,1989
phid/8J4,les scott,ALP,male,NA,NA,trade_unionist,NA,1988-10-08,1996-03-02,1989
phid/90000,john dawkins,ALP,male,UWA,economics,trade_unionist,NA,1977-12-10,1994-02-04,1989
phid/AG4,ron edwards,ALP,male,UWA,economics,university_professor,NA,1983-03-05,1993-03-13,1989
phid/AI4,john mildren,ALP,male,Mel,other,school_teacher,NA,1980-10-18,1990-03-24,1989
phid/CE4,neil o'keefe,ALP,male,LaT,other,school_teacher,NA,1984-12-01,2001-10-08,1989
phid/CF4,graeme campbell,ALP,male,NA,NA,self-employed_farmer_fisherman,NA,1980-10-18,1998-10-03,1989
phid/CH4,clyde holding,ALP,male,Mel,law,employed_professional,NA,1977-12-10,1998-08-31,1989
phid/DE4,lloyd o'neil,ALP,male,NA,NA,trade_unionist,NA,1983-03-05,1993-02-08,1989
phid/DH4,colin hollis,ALP,male,LSE,economics,employed_top_management,NA,1984-12-01,2001-10-08,1989
phid/DI4,peter milton,ALP,male,Mel,humanities,employed_other_white-collar_worker,Military,1980-10-18,1990-03-24,1989
phid/EE4,tom uren,ALP,male,NA,NA,self-employed_small_businessman,Military,1958-11-22,1990-02-19,1989
phid/EH4,brian howe,ALP,male,Mel,socialScience,school_teacher,NA,1977-12-10,1996-01-29,1989
phid/FG4,eric fitzgibbon,ALP,male,UWE,humanities,school_teacher,Military,1984-12-01,1996-01-29,1989
phid/FH4,ben humphreys,ALP,male,NA,NA,trade_unionist,NA,1977-12-10,1996-01-29,1989
phid/FI4,allan morris,ALP,male,New,mathematics_computerScience,employed_middle_management,NA,1983-03-05,2001-10-08,1989
phid/FJ4,david simmons,ALP,male,UNE,humanities,school_teacher,NA,1983-03-05,1996-01-29,1989
phid/GF4,david charles,ALP,male,NA,NA,other,NA,1980-10-18,1990-02-19,1989
phid/HF4,joan child,ALP,female,NA,NA,full-time_politician,NA,1980-10-18,1990-02-19,1989
phid/HG4,ross free,ALP,male,Syd,biol_chem_phys,school_teacher,NA,1984-12-01,1996-03-02,1989
phid/HH4,harry jenkins,ALP,male,ANU,biol_chem_phys,employed_professional,NA,1986-02-08,2013-08-05,1989
phid/HI4,peter morris,ALP,male,NA,NA,full-time_politician,NA,1972-12-02,1998-08-31,1989
phid/HJ4,jim snow,ALP,male,Mon,medicine,employed_professional,Military,1983-03-05,1996-03-02,1989
phid/IJ4,warren snowdon,ALP,male,ANU,humanities,school_teacher,NA,1987-07-11,1996-03-02,1989
phid/JF4,bob chynoweth,ALP,male,NA,NA,self-employed_small_businessman,NA,1984-12-01,1990-03-24,1989
phid/JG4,tony lamb,ALP,male,Mel,humanities,employed_professional,NA,1984-12-01,1990-03-24,1989
phid/JH4,gary johns,ALP,male,Mon,economics,trade_unionist,NA,1987-07-11,1996-03-02,1989
phid/JVD,john mountford,ALP,male,NA,NA,employed_other_white-collar_worker,NA,1980-10-18,1990-02-19,1989
