phid,Name,Party,Sex,Uni,Subject,PrinOcc,Military,mpFrom,mpTo,year
phid/009MA,william mcmahon,LP,male,Syd,economics_law,employed_professional,Military,1949-12-10,1982-01-04,1950
phid/009MC,harold holt,LP,male,Mel,law,employed_professional,NA,1949-12-10,1967-12-19,1950
phid/DB6,bill wentworth,LP,male,Oxf,economics,self-employed_professional,Military,1949-12-10,1977-11-10,1950
phid/DQC,billy hughes,LP,male,NA,NA,trade_unionist,NA,1949-12-10,1952-10-28,1950
phid/J7U,enid lyons,LP,female,NA,NA,school_teacher,NA,1943-08-21,1951-03-19,1950
phid/JOE,jeff bate,LP,male,NA,NA,self-employed_farmer_fisherman,Military,1949-12-10,1972-12-02,1950
phid/JOI,howard beale,LP,male,Syd,humanities_law,self-employed_professional,Military,1946-09-28,1958-02-10,1950
phid/JPA,doug berry,LP,male,NA,NA,employed_blue-collar_worker,NA,1949-12-10,1954-05-29,1950
phid/JRB,william bostock,LP,male,NA,NA,self-employed_farmer_fisherman,Military,1949-12-10,1958-11-22,1950
phid/JSI,geoffrey brown,LP,male,Cam,humanities,self-employed_farmer_fisherman,Military,1949-12-10,1955-10-14,1950
phid/JTY,archie cameron,LP,male,NA,NA,self-employed_farmer_fisherman,Military,1934-09-15,1956-08-09,1950
phid/JU8,don cameron,LP,male,Syd,humanities,other,Military,1949-12-10,1961-12-09,1950
phid/JWE,richard casey,LP,male,Cam,engineering,employed_top_management,Military,1949-12-10,1960-02-10,1950
phid/JWT,josiah francis,LP,male,NA,NA,employed_top_management,Military,1922-12-16,1955-11-04,1950
phid/JXI,gordon freeth,LP,male,UWA,law,employed_professional,Military,1949-12-10,1969-10-25,1950
phid/K7J,john cramer,LP,male,NA,NA,employed_other_white-collar_worker,Military,1949-12-10,1974-04-11,1950
phid/KBH,keith wilson,LP,male,Adl,law,employed_professional,Military,1949-12-10,1954-05-29,1950
phid/KCD,frank davis,LP,male,NA,NA,employed_blue-collar_worker,NA,1949-12-10,1966-10-31,1950
phid/KCK,alick downer,LP,male,Oxf,economics,employed_professional,Military,1949-12-10,1964-04-23,1950
phid/KCQ,bill graham,LP,male,NA,NA,employed_top_management,Military,1949-12-10,1954-05-29,1950
phid/KCU,nigel drury,LP,male,NA,NA,employed_professional,Military,1949-12-10,1975-11-11,1950
phid/KDT,david fairbairn,LP,male,Cam,humanities,self-employed_farmer_fisherman,Military,1949-12-10,1975-11-11,1950
