phid,Name,Party,Sex,Uni,Subject,PrinOcc,Military,mpFrom,mpTo,year
phid/KE8,bruce kekwick,LP,male,NA,NA,employed_top_management,Military,1949-12-10,1954-05-29,1950
phid/KEE,wilfrid kent hughes,LP,male,Oxf,humanities,employed_top_management,Military,1949-12-10,1970-07-31,1950
phid/KEN,allen fairhall,LP,male,NA,NA,employed_blue-collar_worker,Military,1949-12-10,1969-09-29,1950
phid/KEP,bill falkinder,LP,male,NA,NA,employed_professional,Military,1946-09-28,1966-10-31,1950
phid/KF8,bill grayden,LP,male,NA,NA,employed_blue-collar_worker,Military,1949-12-10,1954-05-29,1950
phid/KFQ,jo gullett,LP,male,Oxf,humanities,self-employed_farmer_fisherman,Military,1946-03-30,1955-11-04,1950
phid/KGF,jim handby,LP,male,NA,NA,employed_top_management,Military,1949-12-10,1951-04-28,1950
phid/KGP,william haworth,LP,male,Mel,medicine,employed_professional,Military,1949-12-10,1969-09-29,1950
phid/KHY,john howse,LP,male,Syd,humanities,employed_top_management,Military,1946-09-28,1960-09-28,1950
phid/KIF,alan hulme,LP,male,NA,NA,employed_professional,NA,1949-12-10,1961-12-09,1950
phid/KJK,william jack,LP,male,NA,NA,employed_top_management,NA,1949-12-10,1966-10-31,1950
phid/KKU,dan mackinnon,LP,male,Oxf,humanities,self-employed_farmer_fisherman,Military,1949-12-10,1951-04-28,1950
phid/KMB,hubert opperman,LP,male,NA,NA,other,Military,1949-12-10,1967-06-10,1950
phid/KMD,frederick osborne,LP,male,Syd,humanities_law,employed_professional,Military,1949-12-10,1961-12-09,1950
phid/KNX,eric harrison,LP,male,NA,NA,other,Military,1931-12-19,1956-10-17,1950
phid/KOL,philip mcbride,LP,male,NA,NA,self-employed_farmer_fisherman,NA,1946-09-28,1958-10-14,1950
phid/KQJ,malcolm mccolm,LP,male,NA,NA,employed_other_white-collar_worker,Military,1949-12-10,1961-12-09,1950
phid/KQK,allan mcdonald,LP,male,NA,NA,self-employed_farmer_fisherman,Military,1940-09-21,1953-06-10,1950
phid/KSC,john mcleay sr.,LP,male,NA,NA,self-employed_small_businessman,Military,1949-12-10,1966-10-31,1950
phid/KUG,percy spender,LP,male,Syd,humanities_law,employed_professional,NA,1937-10-23,1951-03-19,1950
phid/KVR,reginald swartz,LP,male,NA,NA,employed_top_management,Military,1949-12-10,1972-11-02,1950
phid/KWE,frank timson,LP,male,NA,NA,employed_top_management,Military,1949-12-10,1960-10-16,1950
phid/KWH,athol townley,LP,male,Tas,medicine,employed_professional,Military,1949-12-10,1963-12-24,1950
phid/KXW,henry pearce,LP,male,NA,NA,other,NA,1949-12-10,1961-12-09,1950
phid/KYB,alan pittard,LP,male,NA,NA,self-employed_small_businessman,Military,1949-12-10,1951-04-28,1950
phid/KZP,roy wheeler,LP,male,NA,NA,employed_top_management,Military,1949-12-10,1961-12-09,1950
phid/KZR,thomas white,LP,male,NA,NA,employed_top_management,Military,1929-08-03,1951-06-20,1950
phid/KZW,william lawrence,LP,male,Mel,medicine,employed_professional,NA,1949-12-10,1958-11-22,1950
phid/L0G,rupert ryan,LP,male,NA,NA,self-employed_farmer_fisherman,Military,1940-09-21,1952-08-26,1950
phid/L0V,bruce wight,LP,male,NA,NA,employed_top_management,Military,1949-12-10,1961-12-09,1950
phid/LLW,roger dean,LP,male,NA,NA,employed_professional,Military,1949-12-10,1964-09-30,1950
phid/N76,robert menzies,LP,male,Mel,law,employed_professional,NA,1934-09-15,1966-02-17,1950
phid/ZL6,paul hasluck,LP,male,UWA,humanities,employed_other_white-collar_worker,NA,1949-12-10,1969-02-10,1950
