phid,Name,Party,Sex,Uni,Subject,PrinOcc,Military,mpFrom,mpTo,year
phid/FF4,grant chapman,LP,male,Adl,humanities,self-employed_farmer_fisherman,Military,1975-12-13,1983-03-05,1982
phid/JJ4,john spender,LP,male,Yal,humanities,employed_professional,Military,1980-10-18,1990-03-24,1982
phid/JPG,jack birney,LP,male,NK,law,employed_professional,Military,1975-12-13,1983-03-05,1982
phid/JRD,john bourchier,LP,male,NA,NA,employed_top_management,NA,1972-12-02,1983-03-05,1982
phid/JRU,jim bradfield,LP,male,NA,NA,employed_top_management,Military,1975-12-13,1983-03-05,1982
phid/JT9,mel bungey,LP,male,UWA,humanities,self-employed_farmer_fisherman,NA,1974-05-18,1983-03-05,1982
phid/JVV,kevin newman,LP,male,NA,NA,other,Military,1975-06-28,1984-10-26,1982
phid/KB8,geoffrey giles,LP,male,Adl,humanities,self-employed_farmer_fisherman,Military,1977-12-10,1983-02-04,1982
phid/KCE,gordon dean,LP,male,NK,law,employed_professional,NA,1977-12-10,1983-03-05,1982
phid/KCT,peter drummond,LP,male,NA,NA,self-employed_farmer_fisherman,NA,1972-12-02,1987-06-05,1982
phid/KEO,peter falconer,LP,male,Mon,economics,employed_professional,NA,1975-12-13,1983-03-05,1982
phid/KIM,phillip lynch,LP,male,Mel,humanities,school_teacher,NA,1966-11-26,1982-10-22,1982
phid/KJU,alan jarman,LP,male,Mel,other,employed_professional,NA,1966-11-26,1983-03-05,1982
phid/KNK,graham harris,LP,male,Mel,law,employed_top_management,NA,1980-10-18,1983-03-05,1982
phid/KRR,ross mclean,LP,male,UWA,economics,self-employed_professional,NA,1975-12-13,1983-03-05,1982
phid/KVM,tony street,LP,male,NA,NA,self-employed_farmer_fisherman,NA,1966-11-26,1984-01-18,1982
phid/L0J,murray sainsbury,LP,male,Syd,economics,self-employed_professional,NA,1975-12-13,1983-03-05,1982
phid/LE4,michael baume,LP,male,Syd,humanities,employed_top_management,NA,1975-12-13,1983-03-05,1982
phid/MH4,david jull,LP,male,NA,NA,employed_other_white-collar_worker,NA,1975-12-13,1983-03-05,1982
phid/MI4,andrew peacock,LP,male,Mel,law,employed_professional,NA,1966-04-02,1994-09-17,1982
phid/NI4,james porter,LP,male,Adl,law,employed_professional,Military,1975-12-13,1990-02-19,1982
phid/PD4,neil brown,LP,male,Mel,law,employed_professional,NA,1975-12-13,1983-03-05,1982
phid/QF4,david connolly,LP,male,Syd,humanities,other,NA,1974-05-18,1996-01-29,1982
phid/QK5,ray groom,LP,male,Mel,law,employed_professional,NA,1975-12-13,1984-10-26,1982
phid/QS4,malcolm fraser,LP,male,Oxf,humanities,self-employed_farmer_fisherman,NA,1955-12-10,1983-03-31,1982
phid/SD4,alan cadman,LP,male,NSW,NA,employed_top_management,NA,1974-05-18,2007-10-17,1982
phid/SJ4,wilson tuckey,LP,male,NA,NA,employed_top_management,NA,1980-10-18,2010-08-21,1982
phid/XD4,bruce goodluck,LP,male,NA,NA,employed_top_management,NA,1975-12-13,1993-02-08,1982
phid/YJ4,peter white,LP,male,ANU,humanities,other,Military,1981-02-21,1990-02-19,1982
phid/ZD4,john howard,LP,male,Syd,law,employed_professional,NA,1974-05-18,2007-11-24,1982
phid/ZI4,allan rocher,LP,male,NA,NA,employed_top_management,Military,1981-02-21,1998-10-03,1982
