phid,Name,Party,Sex,Uni,Subject,PrinOcc,Military,mpFrom,mpTo,year
phid/009MC,harold holt,LP,male,Mel,law,employed_professional,NA,1935-08-17,1949-12-10,1947
phid/DQC,billy hughes,LP,male,NA,NA,trade_unionist,NA,1922-12-16,1949-12-10,1947
phid/J7U,enid lyons,LP,female,NA,NA,school_teacher,NA,1943-08-21,1951-03-19,1947
phid/JOI,howard beale,LP,male,Syd,humanities_law,self-employed_professional,Military,1946-09-28,1958-02-10,1947
phid/JTY,archie cameron,LP,male,NA,NA,self-employed_farmer_fisherman,Military,1934-09-15,1956-08-09,1947
phid/JWT,josiah francis,LP,male,NA,NA,employed_top_management,Military,1922-12-16,1955-11-04,1947
phid/KEP,bill falkinder,LP,male,NA,NA,employed_professional,Military,1946-09-28,1966-10-31,1947
phid/KFQ,jo gullett,LP,male,Oxf,humanities,self-employed_farmer_fisherman,Military,1946-03-30,1955-11-04,1947
phid/KHY,john howse,LP,male,Syd,humanities,employed_top_management,Military,1946-09-28,1960-09-28,1947
phid/KIX,william hutchinson,LP,male,NA,NA,self-employed_farmer_fisherman,NA,1937-10-23,1949-10-31,1947
phid/KNX,eric harrison,LP,male,NA,NA,other,Military,1931-12-19,1956-10-17,1947
phid/KOL,philip mcbride,LP,male,NA,NA,self-employed_farmer_fisherman,NA,1946-09-28,1958-10-14,1947
phid/KQK,allan mcdonald,LP,male,NA,NA,self-employed_farmer_fisherman,Military,1940-09-21,1953-06-10,1947
phid/KUG,percy spender,LP,male,Syd,humanities_law,employed_professional,NA,1937-10-23,1951-03-19,1947
phid/KZR,thomas white,LP,male,NA,NA,employed_top_management,Military,1929-08-03,1951-06-20,1947
phid/L0G,rupert ryan,LP,male,NA,NA,self-employed_farmer_fisherman,Military,1940-09-21,1952-08-26,1947
phid/N76,robert menzies,LP,male,Mel,law,employed_professional,NA,1934-09-15,1966-02-17,1947
