phid,Name,Party,Sex,Uni,Subject,PrinOcc,Military,mpFrom,mpTo,year
phid/2V4,clyde cameron,ALP,male,NA,NA,trade_unionist,NA,1949-12-10,1980-09-19,1978
phid/5J4,gordon scholes,ALP,male,NA,NA,employed_blue-collar_worker,NA,1967-07-22,1993-02-08,1978
phid/6U4,gough whitlam,ALP,male,Syd,humanities_law,employed_professional,Military,1952-11-29,1978-07-31,1978
phid/90000,john dawkins,ALP,male,UWA,economics,trade_unionist,NA,1977-12-10,1994-02-04,1978
phid/AV4,chris hurford,ALP,male,LSE,economics,employed_professional,NA,1969-10-25,1987-12-31,1978
phid/CH4,clyde holding,ALP,male,Mel,law,employed_professional,NA,1977-12-10,1998-08-31,1978
phid/CV4,ralph jacobi,ALP,male,NA,NA,trade_unionist,NA,1969-10-25,1987-06-05,1978
phid/DRW,harry jenkins sr,ALP,male,Mel,biol_chem_phys,employed_professional,NA,1969-10-25,1985-12-20,1978
phid/EE4,tom uren,ALP,male,NA,NA,self-employed_small_businessman,Military,1958-11-22,1990-02-19,1978
phid/EH4,brian howe,ALP,male,Mel,socialScience,school_teacher,NA,1977-12-10,1996-01-29,1978
phid/EV4,mick young,ALP,male,NA,NA,trade_unionist,NA,1974-05-18,1988-02-08,1978
phid/FH4,ben humphreys,ALP,male,NA,NA,trade_unionist,NA,1977-12-10,1996-01-29,1978
phid/HI4,peter morris,ALP,male,NA,NA,full-time_politician,NA,1972-12-02,1998-08-31,1978
phid/JM9,john armitage,ALP,male,NA,NA,employed_other_white-collar_worker,Military,1969-10-25,1983-02-04,1978
phid/JNG,moss cass,ALP,male,Syd,medicine,employed_professional,NA,1969-10-25,1983-02-04,1978
phid/JSU,gordon bryant,ALP,male,Mel,humanities,school_teacher,Military,1955-12-10,1980-09-19,1978
phid/JXQ,ken fry,ALP,male,ANU,humanities,self-employed_farmer_fisherman,Military,1974-05-18,1984-10-26,1978
phid/K9J,keith johnson,ALP,male,NA,NA,trade_unionist,NA,1969-10-25,1980-09-19,1978
phid/K9M,les johnson,ALP,male,NA,NA,trade_unionist,NA,1969-10-25,1983-12-19,1978
phid/KDP,doug everingham,ALP,male,Syd,medicine,employed_professional,NA,1977-12-10,1984-10-26,1978
phid/KDV,charles jones,ALP,male,NA,NA,trade_unionist,NA,1958-11-22,1983-02-04,1978
phid/KFB,john fitzpatrick,ALP,male,NA,NA,trade_unionist,Military,1977-12-10,1980-09-19,1978
phid/KH4,barry jones,ALP,male,Mel,humanities_law,employed_professional,NA,1977-12-10,1998-08-31,1978
phid/KJA,ted innes,ALP,male,RMIT,humanities,trade_unionist,NA,1972-12-02,1983-02-04,1978
phid/KJO,bert james,ALP,male,NA,NA,employed_blue-collar_worker,NA,1960-04-09,1980-09-19,1978
phid/KN9,vince martin,ALP,male,NA,NA,employed_professional,NA,1969-10-25,1980-09-19,1978
phid/KSF,les mcmahon,ALP,male,NA,NA,trade_unionist,NA,1975-12-13,1983-02-04,1978
phid/KUX,frank stewart,ALP,male,NA,NA,other,Military,1977-12-10,1979-04-16,1978
phid/KWZ,laurie wallis,ALP,male,NA,NA,trade_unionist,NA,1969-10-25,1983-02-04,1978
phid/NF4,barry cohen,ALP,male,ANU,humanities,employed_top_management,Military,1969-10-25,1990-02-19,1978
phid/NH4,paul keating,ALP,male,NSW,humanities,trade_unionist,NA,1969-10-25,1996-04-23,1978
phid/OD4,john brown,ALP,male,NA,NA,trade_unionist,NA,1977-12-10,1990-02-19,1978
phid/RK4,bill hayden,ALP,male,Qld,economics,full-time_politician,NA,1961-12-09,1988-08-17,1978
phid/SH4,richard klugman,ALP,male,Syd,biol_chem_phys,employed_professional,NA,1969-10-25,1990-02-19,1978
phid/VE4,neal blewett,ALP,male,Tas,socialScience,university_professor,NA,1977-12-10,1994-02-11,1978
phid/XJ4,stewart west,ALP,male,NA,NA,trade_unionist,NA,1977-10-15,1993-02-08,1978
phid/ZE4,lionel bowen,ALP,male,Syd,law,employed_professional,Military,1969-10-25,1990-02-19,1978
phid/ZJ4,ralph willis,ALP,male,Mel,economics,trade_unionist,NA,1972-12-02,1998-08-31,1978
