phid,Name,Party,Sex,Uni,Subject,PrinOcc,Military,mpFrom,mpTo,year
phid/FB6,andrew thomson,LP,male,Mel,humanities_law,employed_professional,NA,1995-04-08,2001-10-08,1997
phid/FT4,john bradford,LP,male,Syd,economics,school_teacher,Military,1990-03-24,1998-10-03,1997
phid/GJ4,warwick smith,LP,male,ANU,law,employed_professional,NA,1996-03-02,1998-10-03,1997
phid/GK6,jackie kelly,LP,female,Qld,law,employed_professional,Military,1996-10-19,2007-10-17,1997
phid/HE4,neil andrew,LP,male,NA,NA,self-employed_farmer_fisherman,NA,1983-03-05,2004-08-31,1997
phid/HK5,kevin andrews,LP,male,Mel,law,employed_professional,NA,1991-05-11,2023-01-01,1997
phid/HK6,peter lindsay,LP,male,NA,NA,employed_middle_management,NA,1996-03-02,2010-07-19,1997
phid/HM5,petro georgiou,LP,male,Mel,humanities,full-time_politician,NA,1994-11-19,2010-07-19,1997
phid/HQ5,john fahey,LP,male,Syd,law,employed_professional,NA,1996-03-02,2001-10-08,1997
phid/HT4,ian mclachlan,LP,male,Cam,humanities,self-employed_farmer_fisherman,NA,1990-03-24,1998-08-31,1997
phid/HV5,barry wakelin,LP,male,NA,NA,self-employed_small_businessman,NA,1993-03-13,2007-10-17,1997
phid/IK6,jim lloyd,LP,male,NA,NA,employed_top_management,NA,1996-03-02,2007-11-24,1997
phid/JT4,fran bailey,LP,female,Qld,other,school_teacher,NA,1996-03-02,2010-07-19,1997
phid/KK6,graeme mcdougall,LP,male,NA,NA,employed_top_management,NA,1996-03-02,1998-10-03,1997
phid/LL6,bob baldwin,LP,male,NA,NA,employed_top_management,NA,1996-03-02,1998-10-03,1997
phid/MH4,david jull,LP,male,NA,NA,employed_other_white-collar_worker,NA,1984-12-01,2007-10-17,1997
phid/ML6,elizabeth grace,LP,female,NA,NA,school_teacher,NA,1996-03-02,1998-10-03,1997
phid/MT4,russell broadbent,LP,male,NA,NA,employed_top_management,NA,1996-03-02,1998-10-03,1997
phid/NK6,stephen mutch,LP,male,NSW,humanities_law,employed_professional,NA,1996-03-02,1998-08-31,1997
phid/NL6,ricky johnston,LP,female,NA,NA,employed_other_white-collar_worker,NA,1996-03-02,1998-10-03,1997
phid/OJ4,bill taylor,LP,male,Can,humanities,other,Military,1988-04-09,1998-08-31,1997
phid/OK6,gary nairn,LP,male,NSW,other,self-employed_professional,NA,1996-03-02,2007-11-24,1997
phid/OT4,bob charles,LP,male,Oth,engineering,employed_top_management,NA,1990-03-24,2004-08-31,1997
phid/PK6,don randall,LP,male,NA,NA,school_teacher,NA,1996-03-02,1998-10-03,1997
phid/QT4,paul filing,LP,male,ANU,humanities,other,NA,1990-03-24,1998-10-03,1997
phid/RI4,geoff prosser,LP,male,NA,NA,employed_top_management,NA,1987-07-11,2007-10-17,1997
phid/RW5,brendan nelson,LP,male,Fli,medicine,employed_professional,NA,1996-03-02,2009-10-19,1997
phid/SD4,alan cadman,LP,male,NSW,NA,employed_top_management,NA,1974-05-18,2007-10-17,1997
phid/SE4,bronwyn bishop,LP,female,NA,law,employed_top_management,NA,1994-03-26,2016-05-09,1997
phid/SJ4,wilson tuckey,LP,male,NA,NA,employed_top_management,NA,1980-10-18,2010-08-21,1997
phid/SK6,anthony smith,LP,male,Qld,law,employed_professional,NA,1996-03-02,1998-10-03,1997
phid/TK6,andrew southcott,LP,male,Adl,medicine,employed_professional,NA,1996-03-02,2016-05-09,1997
phid/UT4,peter nugent,LP,male,NA,NA,employed_top_management,Military,1990-03-24,2001-04-24,1997
phid/VH4,stewart mcarthur,LP,male,Cam,humanities,self-employed_farmer_fisherman,NA,1984-02-18,2007-11-24,1997
phid/VK6,danna vale,LP,female,UNE,humanities,employed_professional,NA,1996-03-02,2010-07-19,1997
phid/VT4,bruce reid,LP,male,NA,NA,self-employed_small_businessman,Military,1990-03-24,1998-08-31,1997
phid/WI4,peter reith,LP,male,Mon,economics_law,employed_top_management,NA,1984-12-01,2001-10-08,1997
phid/XK6,andrea west,LP,female,Qld,humanities,school_teacher,NA,1996-03-02,1998-10-03,1997
phid/XT4,michael ronaldson,LP,male,Mel,law,employed_professional,NA,1990-03-24,2001-10-08,1997
phid/XU5,lou lieberman,LP,male,Syd,law,employed_professional,Military,1993-03-13,2001-10-08,1997
phid/ZD4,john howard,LP,male,Syd,law,employed_professional,NA,1974-05-18,2007-11-24,1997
phid/ZI4,allan rocher,LP,male,NA,NA,employed_top_management,Military,1981-02-21,1998-10-03,1997
phid/ZJ6,phil barresi,LP,male,ANU,humanities,employed_other_white-collar_worker,NA,1996-03-02,2007-11-24,1997
phid/ZK6,paul zammit,LP,male,NA,NA,employed_top_management,NA,1996-03-02,1998-10-03,1997
phid/ZT4,alex somlyay,LP,male,ANU,economics,employed_professional,NA,1990-03-24,2013-08-05,1997
