phid,Name,Party,Sex,Uni,Subject,PrinOcc,Military,mpFrom,mpTo,year
phid/0E4,carolyn jakobsen,ALP,female,Mur,humanities,full-time_politician,NA,1984-12-01,1993-03-13,1993
phid/0H4,alan griffiths,ALP,male,Mon,economics,employed_professional,NA,1983-03-05,1996-01-29,1993
phid/0U4,harry woods,ALP,male,NA,NA,self-employed_small_businessman,NA,1990-03-24,1996-03-02,1993
phid/2K4,keith wright,ALP,male,Qld,economics,school_teacher,Military,1984-12-01,1993-03-13,1993
phid/3J4,rod sawford,ALP,male,NA,NA,school_teacher,NA,1988-03-26,2007-10-17,1993
phid/4I4,leo mcleay,ALP,male,NA,NA,trade_unionist,NA,1979-06-23,1993-03-13,1993
phid/4T4,daryl melham,ALP,male,Syd,economics,employed_professional,NA,1990-03-24,2013-09-07,1993
phid/5A5,bob brown,ALP,male,Syd,medicine,school_teacher,NA,1984-12-01,1998-08-31,1993
phid/5G4,stephen dubois,ALP,male,NA,NA,full-time_politician,NA,1984-12-01,1993-02-08,1993
phid/5H4,gerry hand,ALP,male,NA,NA,full-time_politician,NA,1983-03-05,1993-02-08,1993
phid/5J4,gordon scholes,ALP,male,NA,NA,employed_blue-collar_worker,NA,1967-07-22,1993-02-08,1993
phid/5T4,laurie brereton,ALP,male,NA,NA,employed_blue-collar_worker,NA,1990-03-24,2004-08-31,1993
phid/6G4,michael duffy,ALP,male,Mel,law,employed_professional,NA,1980-10-18,1996-01-29,1993
phid/6J4,con sciacca,ALP,male,Qld,law,employed_professional,NA,1987-07-11,1996-03-02,1993
phid/6T4,paul elliott,ALP,male,UNE,humanities,university_professor,NA,1990-03-24,1996-03-02,1993
phid/7G4,peter duncan,ALP,male,Adl,law,employed_professional,NA,1984-12-01,1996-03-02,1993
phid/7J4,john scott,ALP,male,NA,NA,trade_unionist,Military,1980-10-18,1993-02-08,1993
phid/7T4,janice crosio,ALP,female,NA,NA,full-time_politician,NA,1990-03-24,2004-08-31,1993
