phid,Name,Party,Sex,Uni,Subject,PrinOcc,Military,mpFrom,mpTo,year
phid/009DB,bill morrison,ALP,male,Syd,economics,other,NA,1980-10-18,1984-10-26,1984
phid/0G4,barry cunningham,ALP,male,NA,NA,self-employed_farmer_fisherman,NA,1980-10-18,1990-03-24,1984
phid/0H4,alan griffiths,ALP,male,Mon,economics,employed_professional,NA,1983-03-05,1996-01-29,1984
phid/1B6,deane wells,ALP,male,Mon,humanities_law,university_professor,NA,1983-03-05,1984-12-01,1984
phid/1F4,john brumby,ALP,male,Mel,economics,trade_unionist,NA,1983-03-05,1990-03-24,1984
phid/2J4,john saunderson,ALP,male,NA,NA,trade_unionist,NA,1983-03-05,1984-12-01,1984
phid/4I4,leo mcleay,ALP,male,NA,NA,trade_unionist,NA,1979-06-23,1993-03-13,1984
phid/5A5,bob brown,ALP,male,Syd,medicine,school_teacher,NA,1980-10-18,1984-12-01,1984
phid/5H4,gerry hand,ALP,male,NA,NA,full-time_politician,NA,1983-03-05,1993-02-08,1984
phid/5J4,gordon scholes,ALP,male,NA,NA,employed_blue-collar_worker,NA,1967-07-22,1993-02-08,1984
phid/6G4,michael duffy,ALP,male,Mel,law,employed_professional,NA,1980-10-18,1996-01-29,1984
phid/7J4,john scott,ALP,male,NA,NA,trade_unionist,Military,1980-10-18,1993-02-08,1984
phid/90000,john dawkins,ALP,male,UWA,economics,trade_unionist,NA,1977-12-10,1994-02-04,1984
phid/AG4,ron edwards,ALP,male,UWA,economics,university_professor,NA,1983-03-05,1993-03-13,1984
phid/AI4,john mildren,ALP,male,Mel,other,school_teacher,NA,1980-10-18,1990-03-24,1984
phid/AV4,chris hurford,ALP,male,LSE,economics,employed_professional,NA,1969-10-25,1987-12-31,1984
phid/CF4,graeme campbell,ALP,male,NA,NA,self-employed_farmer_fisherman,NA,1980-10-18,1998-10-03,1984
phid/CH4,clyde holding,ALP,male,Mel,law,employed_professional,NA,1977-12-10,1998-08-31,1984
phid/CV4,ralph jacobi,ALP,male,NA,NA,trade_unionist,NA,1969-10-25,1987-06-05,1984
phid/DE4,lloyd o'neil,ALP,male,NA,NA,trade_unionist,NA,1983-03-05,1993-02-08,1984
phid/DH4,colin hollis,ALP,male,LSE,economics,employed_top_management,NA,1983-03-05,1984-12-01,1984
phid/DI4,peter milton,ALP,male,Mel,humanities,employed_other_white-collar_worker,Military,1980-10-18,1990-03-24,1984
phid/DRW,harry jenkins sr,ALP,male,Mel,biol_chem_phys,employed_professional,NA,1969-10-25,1985-12-20,1984
phid/EE4,tom uren,ALP,male,NA,NA,self-employed_small_businessman,Military,1958-11-22,1990-02-19,1984
phid/EH4,brian howe,ALP,male,Mel,socialScience,school_teacher,NA,1977-12-10,1996-01-29,1984
phid/EV4,mick young,ALP,male,NA,NA,trade_unionist,NA,1974-05-18,1988-02-08,1984
phid/FH4,ben humphreys,ALP,male,NA,NA,trade_unionist,NA,1977-12-10,1996-01-29,1984
phid/FI4,allan morris,ALP,male,New,mathematics_computerScience,employed_middle_management,NA,1983-03-05,2001-10-08,1984
phid/FJ4,david simmons,ALP,male,UNE,humanities,school_teacher,NA,1983-03-05,1996-01-29,1984
phid/GF4,david charles,ALP,male,NA,NA,other,NA,1980-10-18,1990-02-19,1984
phid/GP4,michael maher,ALP,male,Syd,law,employed_professional,NA,1982-03-13,1987-07-11,1984
phid/HF4,joan child,ALP,female,NA,NA,full-time_politician,NA,1980-10-18,1990-02-19,1984
phid/HG4,ross free,ALP,male,Syd,biol_chem_phys,school_teacher,NA,1980-10-18,1984-12-01,1984
phid/HI4,peter morris,ALP,male,NA,NA,full-time_politician,NA,1972-12-02,1998-08-31,1984
phid/HJ4,jim snow,ALP,male,Mon,medicine,employed_professional,Military,1983-03-05,1996-03-02,1984
phid/JF4,bob chynoweth,ALP,male,NA,NA,self-employed_small_businessman,NA,1983-03-05,1984-12-01,1984
phid/JVD,john mountford,ALP,male,NA,NA,employed_other_white-collar_worker,NA,1980-10-18,1990-02-19,1984
phid/JXQ,ken fry,ALP,male,ANU,humanities,self-employed_farmer_fisherman,Military,1974-05-18,1984-10-26,1984
phid/KDP,doug everingham,ALP,male,Syd,medicine,employed_professional,NA,1977-12-10,1984-10-26,1984
