phid,Name,Party,Sex,Uni,Subject,PrinOcc,Military,mpFrom,mpTo,year
phid/KEI,len keogh,ALP,male,NA,NA,self-employed_small_businessman,NA,1983-03-05,1987-06-05,1984
phid/KH4,barry jones,ALP,male,Mel,humanities_law,employed_professional,NA,1977-12-10,1998-08-31,1984
phid/KJ4,peter staples,ALP,male,Oth,biol_chem_phys,employed_other_white-collar_worker,Military,1983-03-05,1984-12-01,1984
phid/KOH,helen mayer,ALP,female,SIT,humanities,school_teacher,NA,1983-03-05,1987-07-11,1984
phid/KYP,john reeves,ALP,male,NA,NA,employed_professional,NA,1983-03-05,1984-12-01,1984
phid/MD4,peter baldwin,ALP,male,Syd,economics,employed_middle_management,NA,1983-03-05,1998-08-31,1984
phid/NF4,barry cohen,ALP,male,ANU,humanities,employed_top_management,Military,1969-10-25,1990-02-19,1984
phid/NH4,paul keating,ALP,male,NSW,humanities,trade_unionist,NA,1969-10-25,1996-04-23,1984
phid/OD4,john brown,ALP,male,NA,NA,trade_unionist,NA,1977-12-10,1990-02-19,1984
phid/OG4,ted lindsay,ALP,male,Qld,law,employed_professional,NA,1983-03-05,1996-03-02,1984
phid/OH4,ros kelly,ALP,female,Syd,other,employed_professional,NA,1980-10-18,1995-01-30,1984
phid/PE4,kim beazley,ALP,male,UWA,humanities,university_professor,NA,1980-10-18,1996-03-02,1984
phid/PG4,john gayler,ALP,male,NA,NA,employed_professional,NA,1983-03-05,1993-02-08,1984
phid/PH4,lewis kent,ALP,male,Oth,humanities,employed_other_white-collar_worker,NA,1980-10-18,1990-03-24,1984
phid/PI5,peter steedman,ALP,male,LaT,economics,trade_unionist,Military,1983-03-05,1984-12-01,1984
phid/QE4,david beddall,ALP,male,NA,NA,self-employed_professional,NA,1983-03-05,1984-12-01,1984
phid/QG4,george gear,ALP,male,Oth,other,school_teacher,NA,1983-03-05,1984-12-01,1984
phid/QH4,john kerin,ALP,male,UWE,humanities,self-employed_farmer_fisherman,NA,1978-09-23,1993-12-22,1984
phid/QJ4,andrew theophanous,ALP,male,Mon,humanities,university_professor,NA,1980-10-18,1984-12-01,1984
phid/RE4,gordon bilney,ALP,male,Adl,medicine,other,NA,1983-03-05,1996-03-02,1984
phid/RK4,bill hayden,ALP,male,Qld,economics,full-time_politician,NA,1961-12-09,1988-08-17,1984
phid/SH4,richard klugman,ALP,male,Syd,biol_chem_phys,employed_professional,NA,1969-10-25,1990-02-19,1984
phid/SI4,gary punch,ALP,male,NA,NA,trade_unionist,NA,1983-03-05,1996-01-29,1984
phid/TD4,ric charlesworth,ALP,male,UWA,medicine,employed_professional,NA,1983-03-05,1993-02-08,1984
phid/UD4,elaine darling,ALP,female,Qld,other,school_teacher,NA,1980-10-18,1993-02-08,1984
phid/UE4,allen blanchard,ALP,male,WIT,other,employed_other_white-collar_worker,NA,1983-03-05,1990-03-24,1984
phid/VE4,neal blewett,ALP,male,Tas,socialScience,university_professor,NA,1977-12-10,1994-02-11,1984
phid/WD4,wendy fatin,ALP,female,Cur,biol_chem_phys,employed_professional,NA,1983-03-05,1984-12-01,1984
phid/XJ4,stewart west,ALP,male,NA,NA,trade_unionist,NA,1977-10-15,1993-02-08,1984
phid/YD4,bob hawke,ALP,male,UWA,humanities_law,trade_unionist,NA,1980-10-18,1992-02-20,1984
phid/YF4,manfred cross,ALP,male,Qld,humanities,employed_other_white-collar_worker,NA,1980-10-18,1990-02-19,1984
phid/YG4,russ gorman,ALP,male,NA,NA,employed_blue-collar_worker,Military,1983-03-05,1984-12-01,1984
phid/ZE4,lionel bowen,ALP,male,Syd,law,employed_professional,Military,1969-10-25,1990-02-19,1984
phid/ZH4,jeannette mchugh,ALP,female,Syd,humanities,school_teacher,NA,1983-03-05,1993-03-13,1984
phid/ZJ4,ralph willis,ALP,male,Mel,economics,trade_unionist,NA,1972-12-02,1998-08-31,1984
