phid,Name,Party,Sex,Uni,Subject,PrinOcc,Military,mpFrom,mpTo,year
phid/TK6,andrew southcott,LP,male,Adl,medicine,employed_professional,NA,1996-03-02,2016-05-09,2000
phid/UT4,peter nugent,LP,male,NA,NA,employed_top_management,Military,1990-03-24,2001-04-24,2000
phid/VH4,stewart mcarthur,LP,male,Cam,humanities,self-employed_farmer_fisherman,NA,1984-02-18,2007-11-24,2000
phid/VK6,danna vale,LP,female,UNE,humanities,employed_professional,NA,1996-03-02,2010-07-19,2000
phid/WI4,peter reith,LP,male,Mon,economics_law,employed_top_management,NA,1984-12-01,2001-10-08,2000
phid/WN6,ian macfarlane,LP,male,NA,NA,self-employed_farmer_fisherman,NA,1998-10-03,2016-05-09,2000
phid/XT4,michael ronaldson,LP,male,Mel,law,employed_professional,NA,1990-03-24,2001-10-08,2000
phid/XU5,lou lieberman,LP,male,Syd,law,employed_professional,Military,1993-03-13,2001-10-08,2000
phid/ZD4,john howard,LP,male,Syd,law,employed_professional,NA,1974-05-18,2007-11-24,2000
phid/ZJ6,phil barresi,LP,male,ANU,humanities,employed_other_white-collar_worker,NA,1996-03-02,2007-11-24,2000
phid/ZT4,alex somlyay,LP,male,ANU,economics,employed_professional,NA,1990-03-24,2013-08-05,2000
