phid,Name,Party,Sex,Uni,Subject,PrinOcc,Military,mpFrom,mpTo,year
phid/0G4,barry cunningham,ALP,male,NA,NA,self-employed_farmer_fisherman,NA,1993-03-13,1996-03-02,1996
phid/0H4,alan griffiths,ALP,male,Mon,economics,employed_professional,NA,1983-03-05,1996-01-29,1996
phid/0U4,harry woods,ALP,male,NA,NA,self-employed_small_businessman,NA,1990-03-24,1996-03-02,1996
phid/2V5,wayne swan,ALP,male,Qld,humanities,full-time_politician,NA,1993-03-13,1996-03-02,1996
phid/3J4,rod sawford,ALP,male,NA,NA,school_teacher,NA,1988-03-26,2007-10-17,1996
phid/4I4,leo mcleay,ALP,male,NA,NA,trade_unionist,NA,1993-03-13,2004-08-31,1996
phid/4T4,daryl melham,ALP,male,Syd,economics,employed_professional,NA,1990-03-24,2013-09-07,1996
phid/5A5,bob brown,ALP,male,Syd,medicine,school_teacher,NA,1984-12-01,1998-08-31,1996
phid/5T4,laurie brereton,ALP,male,NA,NA,employed_blue-collar_worker,NA,1990-03-24,2004-08-31,1996
phid/5V5,stephen smith,ALP,male,UWA,humanities_law,employed_professional,NA,1993-03-13,2013-08-05,1996
phid/6G4,michael duffy,ALP,male,Mel,law,employed_professional,NA,1980-10-18,1996-01-29,1996
phid/6J4,con sciacca,ALP,male,Qld,law,employed_professional,NA,1987-07-11,1996-03-02,1996
phid/6T4,paul elliott,ALP,male,UNE,humanities,university_professor,NA,1990-03-24,1996-03-02,1996
phid/7G4,peter duncan,ALP,male,Adl,law,employed_professional,NA,1984-12-01,1996-03-02,1996
phid/7T4,janice crosio,ALP,female,NA,NA,full-time_politician,NA,1990-03-24,2004-08-31,1996
phid/8I4,stephen martin,ALP,male,ANU,humanities,university_professor,NA,1993-03-13,2002-08-16,1996
phid/8J4,les scott,ALP,male,NA,NA,trade_unionist,NA,1988-10-08,1996-03-02,1996
phid/8T4,laurie ferguson,ALP,male,Syd,economics,trade_unionist,NA,1990-03-24,2010-08-21,1996
phid/9T4,frank walker,ALP,male,Syd,law,employed_professional,NA,1990-03-24,1996-03-02,1996
phid/9U4,neville newell,ALP,male,NA,NA,school_teacher,NA,1990-03-24,1996-03-02,1996
phid/AV5,harry quick,ALP,male,NA,NA,school_teacher,NA,1993-03-13,2007-10-17,1996
phid/BV5,dick adams,ALP,male,NA,NA,trade_unionist,NA,1993-03-13,2013-09-07,1996
phid/CE4,neil o'keefe,ALP,male,LaT,other,school_teacher,NA,1984-12-01,2001-10-08,1996
phid/CF4,graeme campbell,ALP,male,NA,NA,self-employed_farmer_fisherman,NA,1980-10-18,1998-10-03,1996
phid/CH4,clyde holding,ALP,male,Mel,law,employed_professional,NA,1977-12-10,1998-08-31,1996
phid/DH4,colin hollis,ALP,male,LSE,economics,employed_top_management,NA,1984-12-01,2001-10-08,1996
phid/DT4,simon crean,ALP,male,Mon,economics_law,trade_unionist,NA,1990-03-24,2013-08-05,1996
phid/EH4,brian howe,ALP,male,Mel,socialScience,school_teacher,NA,1977-12-10,1996-01-29,1996
phid/ET4,arch bevis,ALP,male,NA,NA,school_teacher,NA,1990-03-24,2010-08-21,1996
phid/EV5,peter dodd,ALP,male,Syd,humanities_law,employed_professional,Military,1993-03-13,1996-03-02,1996
phid/FG4,eric fitzgibbon,ALP,male,UWE,humanities,school_teacher,Military,1984-12-01,1996-01-29,1996
phid/FH4,ben humphreys,ALP,male,NA,NA,trade_unionist,NA,1977-12-10,1996-01-29,1996
phid/FI4,allan morris,ALP,male,New,mathematics_computerScience,employed_middle_management,NA,1983-03-05,2001-10-08,1996
phid/FJ4,david simmons,ALP,male,UNE,humanities,school_teacher,NA,1983-03-05,1996-01-29,1996
phid/GV5,peter knott,ALP,male,Wol,humanities,school_teacher,NA,1993-03-13,1996-03-02,1996
phid/HG4,ross free,ALP,male,Syd,biol_chem_phys,school_teacher,NA,1984-12-01,1996-03-02,1996
phid/HH4,harry jenkins,ALP,male,ANU,biol_chem_phys,employed_professional,NA,1986-02-08,2013-08-05,1996
phid/HI4,peter morris,ALP,male,NA,NA,full-time_politician,NA,1972-12-02,1998-08-31,1996
phid/HJ4,jim snow,ALP,male,Mon,medicine,employed_professional,Military,1983-03-05,1996-03-02,1996
phid/IJ4,warren snowdon,ALP,male,ANU,humanities,school_teacher,NA,1987-07-11,1996-03-02,1996
phid/JF4,bob chynoweth,ALP,male,NA,NA,self-employed_small_businessman,NA,1993-03-13,1996-03-02,1996
phid/JH4,gary johns,ALP,male,Mon,economics,trade_unionist,NA,1987-07-11,1996-03-02,1996
phid/JV5,silvia smith,ALP,female,NA,NA,school_teacher,NA,1993-03-13,1996-03-02,1996
phid/K26,mark latham,ALP,male,Syd,economics,full-time_politician,NA,1994-01-29,2005-01-21,1996
phid/KF4,peter cleeland,ALP,male,Mon,law,employed_professional,Military,1993-03-13,1996-03-02,1996
phid/KG4,john langmore,ALP,male,Mel,economics,university_professor,NA,1984-12-01,1996-12-06,1996
phid/KH4,barry jones,ALP,male,Mel,humanities_law,employed_professional,NA,1977-12-10,1998-08-31,1996
phid/KJ4,peter staples,ALP,male,Oth,biol_chem_phys,employed_other_white-collar_worker,Military,1984-12-01,1996-01-29,1996
phid/LG4,michael lavarch,ALP,male,QIT,law,employed_professional,NA,1993-04-17,1996-03-02,1996
