phid,Name,Party,Sex,Uni,Subject,PrinOcc,Military,mpFrom,mpTo,year
phid/KCQ,bill graham,LP,male,NA,NA,employed_top_management,Military,1966-11-26,1980-09-19,1967
phid/KCU,nigel drury,LP,male,NA,NA,employed_professional,Military,1949-12-10,1975-11-11,1967
phid/KDO,dudley erwin,LP,male,NA,NA,self-employed_farmer_fisherman,Military,1955-12-10,1975-11-11,1967
phid/KDT,david fairbairn,LP,male,Cam,humanities,self-employed_farmer_fisherman,Military,1949-12-10,1975-11-11,1967
phid/KEE,wilfrid kent hughes,LP,male,Oxf,humanities,employed_top_management,Military,1949-12-10,1970-07-31,1967
phid/KEN,allen fairhall,LP,male,NA,NA,employed_blue-collar_worker,Military,1949-12-10,1969-09-29,1967
phid/KFH,jim forbes,LP,male,Adl,humanities,university_professor,Military,1956-10-13,1975-11-11,1967
phid/KGP,william haworth,LP,male,Mel,medicine,employed_professional,Military,1949-12-10,1969-09-29,1967
phid/KIF,alan hulme,LP,male,NA,NA,employed_professional,NA,1963-11-30,1972-11-02,1967
phid/KIM,phillip lynch,LP,male,Mel,humanities,school_teacher,NA,1966-11-26,1982-10-22,1967
phid/KIW,malcolm mackay,LP,male,Adl,humanities,other,Military,1963-11-30,1972-12-02,1967
phid/KJG,les irwin,LP,male,NA,NA,employed_top_management,Military,1963-11-30,1972-12-02,1967
phid/KJU,alan jarman,LP,male,Mel,other,employed_professional,NA,1966-11-26,1983-03-05,1967
phid/KKB,john jess,LP,male,NA,NA,self-employed_small_businessman,Military,1960-04-09,1972-12-02,1967
phid/KKD,don jessop,LP,male,Adl,humanities,employed_professional,NA,1966-11-26,1969-10-25,1967
phid/KMB,hubert opperman,LP,male,NA,NA,other,Military,1949-12-10,1967-06-10,1967
phid/KSB,john mcleay jr.,LP,male,NA,NA,employed_top_management,Military,1966-11-26,1981-01-22,1967
phid/KUR,edward st john,LP,male,Syd,humanities_law,employed_professional,Military,1966-11-26,1969-10-25,1967
phid/KVG,philip stokes,LP,male,NA,NA,employed_other_white-collar_worker,Military,1955-12-10,1969-10-25,1967
phid/KVM,tony street,LP,male,NA,NA,self-employed_farmer_fisherman,NA,1966-11-26,1984-01-18,1967
phid/KVR,reginald swartz,LP,male,NA,NA,employed_top_management,Military,1949-12-10,1972-11-02,1967
phid/KWR,harry turner,LP,male,Syd,humanities,employed_professional,NA,1952-12-20,1974-04-11,1967
phid/KXX,thomas pearsall,LP,male,NA,NA,self-employed_farmer_fisherman,Military,1966-11-26,1969-10-25,1967
phid/L0N,ray whittorn,LP,male,NA,NA,employed_middle_management,NA,1960-07-16,1974-04-11,1967
phid/L0U,mervyn lee,LP,male,NA,NA,self-employed_small_businessman,Military,1966-11-26,1969-10-25,1967
phid/MI4,andrew peacock,LP,male,Mel,law,employed_professional,NA,1966-04-02,1994-09-17,1967
phid/QS4,malcolm fraser,LP,male,Oxf,humanities,self-employed_farmer_fisherman,NA,1955-12-10,1983-03-31,1967
phid/ZL6,paul hasluck,LP,male,UWA,humanities,employed_other_white-collar_worker,NA,1949-12-10,1969-02-10,1967
