phid,Name,Party,Sex,Uni,Subject,PrinOcc,Military,mpFrom,mpTo,year
phid/009MA,william mcmahon,LP,male,Syd,economics_law,employed_professional,Military,1949-12-10,1982-01-04,1951
phid/009MC,harold holt,LP,male,Mel,law,employed_professional,NA,1949-12-10,1967-12-19,1951
phid/DB6,bill wentworth,LP,male,Oxf,economics,self-employed_professional,Military,1949-12-10,1977-11-10,1951
phid/DQC,billy hughes,LP,male,NA,NA,trade_unionist,NA,1949-12-10,1952-10-28,1951
phid/J7U,enid lyons,LP,female,NA,NA,school_teacher,NA,1943-08-21,1951-03-19,1951
phid/JOE,jeff bate,LP,male,NA,NA,self-employed_farmer_fisherman,Military,1949-12-10,1972-12-02,1951
phid/JOI,howard beale,LP,male,Syd,humanities_law,self-employed_professional,Military,1946-09-28,1958-02-10,1951
phid/JPA,doug berry,LP,male,NA,NA,employed_blue-collar_worker,NA,1949-12-10,1954-05-29,1951
phid/JRB,william bostock,LP,male,NA,NA,self-employed_farmer_fisherman,Military,1949-12-10,1958-11-22,1951
phid/JSI,geoffrey brown,LP,male,Cam,humanities,self-employed_farmer_fisherman,Military,1949-12-10,1955-10-14,1951
phid/JTY,archie cameron,LP,male,NA,NA,self-employed_farmer_fisherman,Military,1934-09-15,1956-08-09,1951
phid/JU8,don cameron,LP,male,Syd,humanities,other,Military,1949-12-10,1961-12-09,1951
phid/JWE,richard casey,LP,male,Cam,engineering,employed_top_management,Military,1949-12-10,1960-02-10,1951
phid/JWT,josiah francis,LP,male,NA,NA,employed_top_management,Military,1922-12-16,1955-11-04,1951
phid/JXI,gordon freeth,LP,male,UWA,law,employed_professional,Military,1949-12-10,1969-10-25,1951
phid/K7J,john cramer,LP,male,NA,NA,employed_other_white-collar_worker,Military,1949-12-10,1974-04-11,1951
phid/KBH,keith wilson,LP,male,Adl,law,employed_professional,Military,1949-12-10,1954-05-29,1951
phid/KCD,frank davis,LP,male,NA,NA,employed_blue-collar_worker,NA,1949-12-10,1966-10-31,1951
phid/KCK,alick downer,LP,male,Oxf,economics,employed_professional,Military,1949-12-10,1964-04-23,1951
phid/KCQ,bill graham,LP,male,NA,NA,employed_top_management,Military,1949-12-10,1954-05-29,1951
phid/KCU,nigel drury,LP,male,NA,NA,employed_professional,Military,1949-12-10,1975-11-11,1951
phid/KDT,david fairbairn,LP,male,Cam,humanities,self-employed_farmer_fisherman,Military,1949-12-10,1975-11-11,1951
phid/KE8,bruce kekwick,LP,male,NA,NA,employed_top_management,Military,1949-12-10,1954-05-29,1951
phid/KEE,wilfrid kent hughes,LP,male,Oxf,humanities,employed_top_management,Military,1949-12-10,1970-07-31,1951
phid/KEN,allen fairhall,LP,male,NA,NA,employed_blue-collar_worker,Military,1949-12-10,1969-09-29,1951
phid/KEP,bill falkinder,LP,male,NA,NA,employed_professional,Military,1946-09-28,1966-10-31,1951
phid/KF8,bill grayden,LP,male,NA,NA,employed_blue-collar_worker,Military,1949-12-10,1954-05-29,1951
phid/KFQ,jo gullett,LP,male,Oxf,humanities,self-employed_farmer_fisherman,Military,1946-03-30,1955-11-04,1951
phid/KGF,jim handby,LP,male,NA,NA,employed_top_management,Military,1949-12-10,1951-04-28,1951
phid/KGP,william haworth,LP,male,Mel,medicine,employed_professional,Military,1949-12-10,1969-09-29,1951
phid/KHY,john howse,LP,male,Syd,humanities,employed_top_management,Military,1946-09-28,1960-09-28,1951
phid/KIF,alan hulme,LP,male,NA,NA,employed_professional,NA,1949-12-10,1961-12-09,1951
phid/KJK,william jack,LP,male,NA,NA,employed_top_management,NA,1949-12-10,1966-10-31,1951
phid/KKU,dan mackinnon,LP,male,Oxf,humanities,self-employed_farmer_fisherman,Military,1949-12-10,1951-04-28,1951
phid/KMB,hubert opperman,LP,male,NA,NA,other,Military,1949-12-10,1967-06-10,1951
phid/KMD,frederick osborne,LP,male,Syd,humanities_law,employed_professional,Military,1949-12-10,1961-12-09,1951
phid/KNX,eric harrison,LP,male,NA,NA,other,Military,1931-12-19,1956-10-17,1951
phid/KOL,philip mcbride,LP,male,NA,NA,self-employed_farmer_fisherman,NA,1946-09-28,1958-10-14,1951
