phid,Name,Party,Sex,Uni,Subject,PrinOcc,Military,mpFrom,mpTo,year
phid/008K0,anthony byrne,ALP,male,NA,NA,employed_top_management,NA,1999-11-06,2023-01-01,2009
phid/00AMP,sharon grierson,ALP,female,NA,NA,school_teacher,NA,2001-11-10,2013-08-05,2009
phid/00AMR,catherine king,ALP,female,PIT,socialScience,employed_professional,NA,2001-11-10,2023-01-01,2009
phid/00AMT,maria vamvakinou,ALP,female,Mel,humanities,school_teacher,NA,2001-11-10,2023-01-01,2009
phid/00AN2,sharryn jackson,ALP,female,NA,humanities,trade_unionist,NA,2007-11-24,2010-08-21,2009
phid/00AN3,brendan o'connor,ALP,male,Mon,humanities_law,trade_unionist,NA,2004-10-09,2023-01-01,2009
phid/00ATG,bill shorten,ALP,male,Mon,humanities,trade_unionist,Military,2007-11-24,2023-01-01,2009
phid/2V5,wayne swan,ALP,male,Qld,humanities,full-time_politician,NA,1998-10-03,2019-04-11,2009
phid/4T4,daryl melham,ALP,male,Syd,economics,employed_professional,NA,1990-03-24,2013-09-07,2009
phid/5I4,bob mcmullan,ALP,male,UWA,economics,trade_unionist,NA,1998-10-03,2010-07-19,2009
phid/5K6,annette ellis,ALP,female,NA,NA,full-time_politician,NA,1998-10-03,2010-07-19,2009
phid/5V5,stephen smith,ALP,male,UWA,humanities_law,employed_professional,NA,1993-03-13,2013-08-05,2009
phid/83A,kirsten livermore,ALP,female,Qld,economics,trade_unionist,NA,1998-10-03,2013-08-05,2009
phid/83D,john murphy,ALP,male,NA,NA,employed_professional,NA,1998-10-03,2010-08-21,2009
phid/83E,bernie ripoll,ALP,male,QUT,economics,trade_unionist,Military,1998-10-03,2016-05-09,2009
phid/83K,nicola roxon,ALP,female,Mel,humanities_law,trade_unionist,NA,1998-10-03,2013-08-05,2009
phid/83L,julia gillard,ALP,female,Mel,humanities_law,employed_professional,NA,1998-10-03,2013-08-05,2009
phid/83M,tanya plibersek,ALP,female,UTS,humanities,employed_other_white-collar_worker,NA,1998-10-03,2023-01-01,2009
phid/83N,jill hall,ALP,female,New,humanities,full-time_politician,NA,1998-10-03,2016-05-09,2009
phid/83S,anna burke,ALP,female,Mon,humanities,trade_unionist,NA,1998-10-03,2016-05-09,2009
phid/83T,kevin rudd,ALP,male,ANU,humanities,employed_professional,NA,1998-10-03,2013-11-22,2009
phid/83V,craig emerson,ALP,male,Syd,economics,full-time_politician,NA,1998-10-03,2013-08-05,2009
phid/83X,steve gibbons,ALP,male,NA,NA,trade_unionist,NA,1998-10-03,2013-08-05,2009
phid/83Z,julia irwin,ALP,female,NA,NA,trade_unionist,NA,1998-10-03,2010-07-19,2009
phid/849,sid sidebottom,ALP,male,Tas,humanities,school_teacher,NA,2007-11-24,2013-09-07,2009
phid/8IS,bob debus,ALP,male,Syd,humanities_law,employed_professional,NA,2007-11-24,2010-07-19,2009
phid/8K6,joel fitzgibbon,ALP,male,NA,NA,self-employed_small_businessman,NA,1996-03-02,2023-01-01,2009
phid/8T4,laurie ferguson,ALP,male,Syd,economics,trade_unionist,NA,1990-03-24,2010-08-21,2009
phid/8W5,gary gray,ALP,male,ANU,economics,full-time_politician,NA,2007-11-24,2016-07-02,2009
phid/B36,belinda neal,ALP,female,Syd,law,trade_unionist,NA,2007-11-24,2010-07-19,2009
phid/BP4,maxine mckew,ALP,female,NA,NA,employed_other_white-collar_worker,NA,2007-11-24,2010-08-21,2009
phid/BV5,dick adams,ALP,male,NA,NA,trade_unionist,NA,1993-03-13,2013-09-07,2009
phid/DT4,simon crean,ALP,male,Mon,economics_law,trade_unionist,NA,1990-03-24,2013-08-05,2009
phid/DYW,tony burke,ALP,male,NA,NA,employed_top_management,NA,2004-10-09,2023-01-01,2009
phid/DZP,sharon bird,ALP,female,Syd,humanities,school_teacher,NA,2004-10-09,2023-01-01,2009
phid/DZS,chris bowen,ALP,male,Syd,economics,trade_unionist,NA,2004-10-09,2010-08-21,2009
phid/DZU,kate ellis,ALP,female,NA,NA,full-time_politician,NA,2004-10-09,2019-04-11,2009
phid/DZW,justine elliot,ALP,female,Qld,humanities,other,NA,2004-10-09,2023-01-01,2009
phid/DZY,steve georganas,ALP,male,NA,NA,employed_other_white-collar_worker,NA,2004-10-09,2013-09-07,2009
phid/E09,julie owens,ALP,female,Qld,other,employed_top_management,NA,2004-10-09,2023-01-01,2009
phid/ECV,chris hayes,ALP,male,NA,NA,trade_unionist,NA,2005-03-19,2010-08-21,2009
phid/ET4,arch bevis,ALP,male,NA,NA,school_teacher,NA,1990-03-24,2010-08-21,2009
phid/HH4,harry jenkins,ALP,male,ANU,biol_chem_phys,employed_professional,NA,1986-02-08,2013-08-05,2009
phid/HRI,mike kelly,ALP,male,Mac,humanities_law,other,Military,2007-11-24,2013-09-07,2009
phid/HV4,peter garrett,ALP,male,ANU,humanities,other,NA,2004-10-09,2013-08-05,2009
phid/HVM,james bidgood,ALP,male,Oth,biol_chem_phys,employed_top_management,NA,2007-11-24,2010-07-19,2009
phid/HVN,yvette d'ath,ALP,female,QUT,law,trade_unionist,NA,2007-11-24,2013-09-07,2009
phid/HVO,shayne neumann,ALP,male,Qld,humanities_law,employed_professional,NA,2007-11-24,2023-01-01,2009
phid/HVP,graham perrett,ALP,male,Qld,humanities,full-time_politician,NA,2007-11-24,2023-01-01,2009
phid/HVQ,brett raguse,ALP,male,Gri,other,school_teacher,NA,2007-11-24,2010-08-21,2009
phid/HVR,kerry rea,ALP,female,Qld,humanities,full-time_politician,NA,2007-11-24,2010-08-21,2009
phid/HVS,jon sullivan,ALP,male,NA,NA,full-time_politician,NA,2007-11-24,2010-08-21,2009
phid/HVU,chris trevor,ALP,male,QIT,law,employed_professional,NA,2007-11-24,2010-08-21,2009
phid/HVV,jim turnour,ALP,male,Qld,economics,self-employed_professional,Military,2007-11-24,2010-08-21,2009
phid/HVW,david bradbury,ALP,male,Syd,humanities_law,employed_professional,NA,2007-11-24,2013-09-07,2009
phid/HVY,janelle saffin,ALP,female,Mac,socialScience,employed_professional,NA,2007-11-24,2013-09-07,2009
phid/HVZ,craig thomson,ALP,male,NSW,other,trade_unionist,NA,2007-11-24,2013-09-07,2009
phid/HW7,darren cheeseman,ALP,male,Bal,other,trade_unionist,NA,2007-11-24,2013-09-07,2009
phid/HW8,mike symon,ALP,male,NA,NA,trade_unionist,NA,2007-11-24,2013-09-07,2009
phid/HW9,nick champion,ALP,male,NA,humanities,employed_other_white-collar_worker,NA,2007-11-24,2019-04-11,2009
