phid,Name,Party,Sex,Uni,Subject,PrinOcc,Military,mpFrom,mpTo,year
phid/0095J,peter howson,LP,male,Cam,humanities,employed_top_management,Military,1969-10-25,1972-12-02,1970
phid/009MA,william mcmahon,LP,male,Syd,economics_law,employed_professional,Military,1949-12-10,1982-01-04,1970
phid/009MM,bert kelly,LP,male,NA,NA,self-employed_farmer_fisherman,NA,1958-11-22,1977-11-10,1970
phid/0I4,michael mackellar,LP,male,Syd,agronomy,employed_professional,NA,1969-10-25,1994-02-18,1970
phid/3G4,don dobie,LP,male,Mel,humanities,self-employed_professional,NA,1969-10-25,1972-12-02,1970
phid/3V4,don chipp,LP,male,Mel,humanities,employed_professional,Military,1969-10-25,1977-11-10,1970
phid/4H4,david hamer,LP,male,Mon,economics,employed_top_management,Military,1969-10-25,1974-05-18,1970
phid/4U4,jim killen,LP,male,Qld,law,employed_professional,Military,1955-12-10,1983-08-15,1970
phid/9F4,donald cameron,LP,male,Qld,humanities,peak_body_industrial_association,NA,1966-11-26,1977-12-10,1970
phid/DB6,bill wentworth,LP,male,Oxf,economics,self-employed_professional,Military,1949-12-10,1977-11-10,1970
phid/DQF,billy snedden,LP,male,UWA,law,employed_professional,Military,1955-12-10,1983-04-21,1970
phid/IIS,tom hughes,LP,male,Syd,law,employed_professional,Military,1969-10-25,1972-11-02,1970
phid/JMF,william aston,LP,male,NA,NA,employed_top_management,Military,1963-11-30,1972-12-02,1970
phid/JOE,jeff bate,LP,male,NA,NA,self-employed_farmer_fisherman,Military,1949-12-10,1972-12-02,1970
phid/JQB,robert bonnett,LP,male,NA,NA,full-time_politician,Military,1966-11-26,1977-11-10,1970
phid/JRN,nigel bowen,LP,male,Syd,humanities_law,employed_professional,Military,1964-06-20,1973-07-11,1970
phid/JSY,alexander buchanan,LP,male,NA,humanities,self-employed_farmer_fisherman,Military,1955-12-10,1972-12-02,1970
phid/JTP,les bury,LP,male,Cam,humanities,employed_top_management,Military,1956-12-08,1974-04-11,1970
phid/JTS,kevin cairns,LP,male,Qld,humanities_economics,employed_professional,NA,1963-11-30,1972-12-02,1970
phid/JWI,max fox,LP,male,NA,NA,employed_other_white-collar_worker,Military,1955-12-10,1974-05-18,1970
phid/K7J,john cramer,LP,male,NA,NA,employed_other_white-collar_worker,Military,1949-12-10,1974-04-11,1970
phid/K9L,victor garland,LP,male,UWA,humanities,employed_top_management,NA,1969-04-19,1981-01-22,1970
phid/KB8,geoffrey giles,LP,male,Adl,humanities,self-employed_farmer_fisherman,Military,1964-06-20,1977-12-10,1970
phid/KCQ,bill graham,LP,male,NA,NA,employed_top_management,Military,1966-11-26,1980-09-19,1970
phid/KCU,nigel drury,LP,male,NA,NA,employed_professional,Military,1949-12-10,1975-11-11,1970
phid/KDO,dudley erwin,LP,male,NA,NA,self-employed_farmer_fisherman,Military,1955-12-10,1975-11-11,1970
phid/KDT,david fairbairn,LP,male,Cam,humanities,self-employed_farmer_fisherman,Military,1949-12-10,1975-11-11,1970
phid/KEE,wilfrid kent hughes,LP,male,Oxf,humanities,employed_top_management,Military,1949-12-10,1970-07-31,1970
phid/KFH,jim forbes,LP,male,Adl,humanities,university_professor,Military,1956-10-13,1975-11-11,1970
phid/KH5,john gorton,LP,male,Oxf,humanities,self-employed_farmer_fisherman,Military,1968-02-24,1975-11-11,1970
phid/KIF,alan hulme,LP,male,NA,NA,employed_professional,NA,1963-11-30,1972-11-02,1970
phid/KIM,phillip lynch,LP,male,Mel,humanities,school_teacher,NA,1966-11-26,1982-10-22,1970
phid/KIW,malcolm mackay,LP,male,Adl,humanities,other,Military,1963-11-30,1972-12-02,1970
phid/KJG,les irwin,LP,male,NA,NA,employed_top_management,Military,1963-11-30,1972-12-02,1970
phid/KJU,alan jarman,LP,male,Mel,other,employed_professional,NA,1966-11-26,1983-03-05,1970
phid/KKB,john jess,LP,male,NA,NA,self-employed_small_businessman,Military,1960-04-09,1972-12-02,1970
phid/KSB,john mcleay jr.,LP,male,NA,NA,employed_top_management,Military,1966-11-26,1981-01-22,1970
phid/KU8,robert solomon,LP,male,Syd,humanities,university_professor,NA,1969-10-25,1972-12-02,1970
phid/KVM,tony street,LP,male,NA,NA,self-employed_farmer_fisherman,NA,1966-11-26,1984-01-18,1970
phid/KVR,reginald swartz,LP,male,NA,NA,employed_top_management,Military,1949-12-10,1972-11-02,1970
phid/KWR,harry turner,LP,male,Syd,humanities,employed_professional,NA,1952-12-20,1974-04-11,1970
phid/KYQ,len reid,LP,male,NA,NA,self-employed_farmer_fisherman,Military,1969-10-25,1972-12-02,1970
phid/L0N,ray whittorn,LP,male,NA,NA,employed_middle_management,NA,1960-07-16,1974-04-11,1970
phid/MI4,andrew peacock,LP,male,Mel,law,employed_professional,NA,1966-04-02,1994-09-17,1970
phid/PD4,neil brown,LP,male,Mel,law,employed_professional,NA,1969-10-25,1972-12-02,1970
phid/QS4,malcolm fraser,LP,male,Oxf,humanities,self-employed_farmer_fisherman,NA,1955-12-10,1983-03-31,1970
