phid,Name,Party,Sex,Uni,Subject,PrinOcc,Military,mpFrom,mpTo,year
phid/009DB,bill morrison,ALP,male,Syd,economics,other,NA,1980-10-18,1984-10-26,1983
phid/0G4,barry cunningham,ALP,male,NA,NA,self-employed_farmer_fisherman,NA,1980-10-18,1990-03-24,1983
phid/4I4,leo mcleay,ALP,male,NA,NA,trade_unionist,NA,1979-06-23,1993-03-13,1983
phid/5A5,bob brown,ALP,male,Syd,medicine,school_teacher,NA,1980-10-18,1984-12-01,1983
phid/5J4,gordon scholes,ALP,male,NA,NA,employed_blue-collar_worker,NA,1967-07-22,1993-02-08,1983
phid/6G4,michael duffy,ALP,male,Mel,law,employed_professional,NA,1980-10-18,1996-01-29,1983
phid/7J4,john scott,ALP,male,NA,NA,trade_unionist,Military,1980-10-18,1993-02-08,1983
phid/90000,john dawkins,ALP,male,UWA,economics,trade_unionist,NA,1977-12-10,1994-02-04,1983
phid/AI4,john mildren,ALP,male,Mel,other,school_teacher,NA,1980-10-18,1990-03-24,1983
phid/AV4,chris hurford,ALP,male,LSE,economics,employed_professional,NA,1969-10-25,1987-12-31,1983
phid/CF4,graeme campbell,ALP,male,NA,NA,self-employed_farmer_fisherman,NA,1980-10-18,1998-10-03,1983
phid/CH4,clyde holding,ALP,male,Mel,law,employed_professional,NA,1977-12-10,1998-08-31,1983
phid/CV4,ralph jacobi,ALP,male,NA,NA,trade_unionist,NA,1969-10-25,1987-06-05,1983
phid/DI4,peter milton,ALP,male,Mel,humanities,employed_other_white-collar_worker,Military,1980-10-18,1990-03-24,1983
phid/DRW,harry jenkins sr,ALP,male,Mel,biol_chem_phys,employed_professional,NA,1969-10-25,1985-12-20,1983
phid/EE4,tom uren,ALP,male,NA,NA,self-employed_small_businessman,Military,1958-11-22,1990-02-19,1983
phid/EH4,brian howe,ALP,male,Mel,socialScience,school_teacher,NA,1977-12-10,1996-01-29,1983
phid/EV4,mick young,ALP,male,NA,NA,trade_unionist,NA,1974-05-18,1988-02-08,1983
phid/FH4,ben humphreys,ALP,male,NA,NA,trade_unionist,NA,1977-12-10,1996-01-29,1983
phid/GF4,david charles,ALP,male,NA,NA,other,NA,1980-10-18,1990-02-19,1983
phid/GP4,michael maher,ALP,male,Syd,law,employed_professional,NA,1982-03-13,1987-07-11,1983
phid/HF4,joan child,ALP,female,NA,NA,full-time_politician,NA,1980-10-18,1990-02-19,1983
phid/HG4,ross free,ALP,male,Syd,biol_chem_phys,school_teacher,NA,1980-10-18,1984-12-01,1983
phid/HI4,peter morris,ALP,male,NA,NA,full-time_politician,NA,1972-12-02,1998-08-31,1983
phid/JM9,john armitage,ALP,male,NA,NA,employed_other_white-collar_worker,Military,1969-10-25,1983-02-04,1983
phid/JNG,moss cass,ALP,male,Syd,medicine,employed_professional,NA,1969-10-25,1983-02-04,1983
phid/JVD,john mountford,ALP,male,NA,NA,employed_other_white-collar_worker,NA,1980-10-18,1990-02-19,1983
phid/JXQ,ken fry,ALP,male,ANU,humanities,self-employed_farmer_fisherman,Military,1974-05-18,1984-10-26,1983
phid/K9M,les johnson,ALP,male,NA,NA,trade_unionist,NA,1969-10-25,1983-12-19,1983
phid/KDP,doug everingham,ALP,male,Syd,medicine,employed_professional,NA,1977-12-10,1984-10-26,1983
phid/KDV,charles jones,ALP,male,NA,NA,trade_unionist,NA,1958-11-22,1983-02-04,1983
phid/KH4,barry jones,ALP,male,Mel,humanities_law,employed_professional,NA,1977-12-10,1998-08-31,1983
phid/KJA,ted innes,ALP,male,RMIT,humanities,trade_unionist,NA,1972-12-02,1983-02-04,1983
phid/KSF,les mcmahon,ALP,male,NA,NA,trade_unionist,NA,1975-12-13,1983-02-04,1983
phid/KWZ,laurie wallis,ALP,male,NA,NA,trade_unionist,NA,1969-10-25,1983-02-04,1983
phid/NF4,barry cohen,ALP,male,ANU,humanities,employed_top_management,Military,1969-10-25,1990-02-19,1983
phid/NH4,paul keating,ALP,male,NSW,humanities,trade_unionist,NA,1969-10-25,1996-04-23,1983
phid/OD4,john brown,ALP,male,NA,NA,trade_unionist,NA,1977-12-10,1990-02-19,1983
phid/OH4,ros kelly,ALP,female,Syd,other,employed_professional,NA,1980-10-18,1995-01-30,1983
phid/PE4,kim beazley,ALP,male,UWA,humanities,university_professor,NA,1980-10-18,1996-03-02,1983
phid/PH4,lewis kent,ALP,male,Oth,humanities,employed_other_white-collar_worker,NA,1980-10-18,1990-03-24,1983
phid/QH4,john kerin,ALP,male,UWE,humanities,self-employed_farmer_fisherman,NA,1978-09-23,1993-12-22,1983
phid/QJ4,andrew theophanous,ALP,male,Mon,humanities,university_professor,NA,1980-10-18,1984-12-01,1983
phid/RK4,bill hayden,ALP,male,Qld,economics,full-time_politician,NA,1961-12-09,1988-08-17,1983
phid/SH4,richard klugman,ALP,male,Syd,biol_chem_phys,employed_professional,NA,1969-10-25,1990-02-19,1983
phid/UD4,elaine darling,ALP,female,Qld,other,school_teacher,NA,1980-10-18,1993-02-08,1983
phid/VE4,neal blewett,ALP,male,Tas,socialScience,university_professor,NA,1977-12-10,1994-02-11,1983
phid/XJ4,stewart west,ALP,male,NA,NA,trade_unionist,NA,1977-10-15,1993-02-08,1983
phid/YD4,bob hawke,ALP,male,UWA,humanities_law,trade_unionist,NA,1980-10-18,1992-02-20,1983
phid/YF4,manfred cross,ALP,male,Qld,humanities,employed_other_white-collar_worker,NA,1980-10-18,1990-02-19,1983
phid/ZE4,lionel bowen,ALP,male,Syd,law,employed_professional,Military,1969-10-25,1990-02-19,1983
phid/ZJ4,ralph willis,ALP,male,Mel,economics,trade_unionist,NA,1972-12-02,1998-08-31,1983
