phid,Name,Party,Sex,Uni,Subject,PrinOcc,Military,mpFrom,mpTo,year
phid/1V4,jim cairns,ALP,male,Mel,economics,university_professor,Military,1955-12-10,1969-10-25,1957
phid/2V4,clyde cameron,ALP,male,NA,NA,trade_unionist,NA,1949-12-10,1980-09-19,1957
phid/6U4,gough whitlam,ALP,male,Syd,humanities_law,employed_professional,Military,1952-11-29,1978-07-31,1957
phid/6V4,fred daly,ALP,male,NA,NA,trade_unionist,NA,1949-12-10,1975-11-11,1957
phid/BV8,arthur calwell,ALP,male,NA,NA,trade_unionist,NA,1940-09-21,1972-11-02,1957
phid/DTN,h.v. evatt,ALP,male,Syd,humanities_law,employed_professional,NA,1940-09-21,1958-11-22,1957
phid/JAG,frank crean,ALP,male,Mel,humanities,employed_professional,NA,1951-04-28,1977-11-10,1957
phid/JF7,kim edward beazley,ALP,male,UWA,humanities,university_professor,NA,1945-08-18,1977-11-10,1957
phid/JO8,lance barnard,ALP,male,NA,NA,school_teacher,NA,1954-05-29,1975-06-02,1957
phid/JPE,alan bird,ALP,male,NA,NA,employed_blue-collar_worker,NA,1949-12-10,1962-07-21,1957
phid/JSS,harry bruce,ALP,male,NA,NA,self-employed_farmer_fisherman,NA,1951-04-28,1958-10-11,1957
phid/JSU,gordon bryant,ALP,male,Mel,humanities,school_teacher,Military,1955-12-10,1980-09-19,1957
phid/JUP,percy clarey,ALP,male,NA,NA,trade_unionist,NA,1949-12-10,1960-05-17,1957
phid/JUQ,joe clark,ALP,male,NA,NA,self-employed_small_businessman,NA,1934-09-15,1969-09-29,1957
phid/JUX,dan minogue,ALP,male,NA,NA,self-employed_small_businessman,NA,1949-12-10,1969-06-26,1957
phid/JVA,charles morgan,ALP,male,NA,NA,employed_professional,NA,1949-12-10,1958-11-22,1957
phid/JVU,jock nelson,ALP,male,NA,NA,self-employed_farmer_fisherman,Military,1949-12-10,1966-10-31,1957
phid/JWR,cyril chambers,ALP,male,NA,NA,employed_professional,Military,1943-08-21,1958-10-14,1957
phid/JWU,allan fraser,ALP,male,NA,NA,employed_other_white-collar_worker,NA,1943-08-21,1966-11-26,1957
phid/JWX,jim fraser,ALP,male,NA,NA,employed_other_white-collar_worker,Military,1951-04-28,1970-04-01,1957
phid/K58,william o'connor,ALP,male,NA,NA,trade_unionist,NA,1955-12-10,1969-09-29,1957
phid/K5L,jim cope,ALP,male,NA,NA,trade_unionist,NA,1955-12-10,1969-10-25,1957
phid/K6T,dominic costa,ALP,male,NA,NA,trade_unionist,NA,1949-12-10,1969-09-29,1957
phid/K6X,wilfred coutts,ALP,male,NA,NA,employed_other_white-collar_worker,Military,1954-05-29,1958-11-22,1957
phid/K8B,dan curtin,ALP,male,NA,NA,employed_blue-collar_worker,NA,1955-12-10,1969-09-29,1957
phid/K97,pat galvin,ALP,male,NA,NA,trade_unionist,NA,1951-04-28,1966-11-26,1957
phid/K9G,herbert johnson,ALP,male,NA,NA,trade_unionist,NA,1940-11-16,1958-10-14,1957
phid/K9M,les johnson,ALP,male,NA,NA,trade_unionist,NA,1955-12-10,1966-11-26,1957
phid/KDA,gil duthie,ALP,male,Mel,humanities,school_teacher,NA,1946-09-28,1975-12-13,1957
phid/KDB,bill edmonds,ALP,male,NA,NA,trade_unionist,NA,1946-09-28,1958-11-22,1957
phid/KE7,victor kearney,ALP,male,NA,NA,trade_unionist,NA,1956-04-11,1963-11-01,1957
phid/KFG,charles griffiths,ALP,male,NA,NA,trade_unionist,NA,1949-12-10,1972-11-02,1957
phid/KGX,les haylen,ALP,male,NA,NA,employed_other_white-collar_worker,Military,1943-08-21,1963-11-30,1957
phid/KHQ,robert holt,ALP,male,Mel,law,employed_professional,NA,1955-12-10,1958-10-14,1957
phid/KID,tony luchetti,ALP,male,NA,NA,employed_other_white-collar_worker,NA,1951-07-28,1975-11-11,1957
phid/KJQ,rowley james,ALP,male,NA,NA,trade_unionist,NA,1928-11-17,1958-10-14,1957
phid/KLL,norman makin,ALP,male,NA,NA,employed_other_white-collar_worker,NA,1955-12-10,1963-11-01,1957
phid/KNM,jim harrison,ALP,male,NA,NA,trade_unionist,NA,1949-12-10,1969-09-29,1957
phid/KRK,hector mcivor,ALP,male,NA,NA,employed_other_white-collar_worker,NA,1955-12-10,1972-11-02,1957
phid/KUX,frank stewart,ALP,male,NA,NA,other,Military,1953-08-29,1977-12-10,1957
phid/KVT,albert thompson,ALP,male,NA,NA,self-employed_farmer_fisherman,NA,1949-12-10,1963-11-01,1957
phid/KX7,eddie ward,ALP,male,NA,NA,trade_unionist,NA,1932-02-06,1963-07-31,1957
phid/KXB,david oliver watkins,ALP,male,NA,NA,self-employed_small_businessman,Military,1935-06-01,1958-10-14,1957
phid/KXI,harry webb,ALP,male,NA,NA,trade_unionist,NA,1955-12-10,1958-11-22,1957
phid/KXZ,ted peters,ALP,male,NA,NA,trade_unionist,NA,1955-12-10,1969-09-29,1957
phid/KYC,reg pollard,ALP,male,NA,NA,self-employed_farmer_fisherman,Military,1949-12-10,1966-11-26,1957
phid/KZ9,bill riordan,ALP,male,NA,NA,full-time_politician,NA,1936-12-12,1966-10-31,1957
phid/KZX,george lawson,ALP,male,NA,NA,trade_unionist,Military,1931-12-19,1961-11-02,1957
phid/L0F,edgar russell,ALP,male,NA,NA,self-employed_professional,NA,1943-08-21,1963-03-31,1957
