phid,Name,Party,Sex,Uni,Subject,PrinOcc,Military,mpFrom,mpTo,year
phid/008K0,anthony byrne,ALP,male,NA,NA,employed_top_management,NA,1999-11-06,2023-01-01,2007
phid/009CW,ann corcoran,ALP,female,Swi,economics,employed_professional,NA,2000-08-12,2007-10-17,2007
phid/00AMP,sharon grierson,ALP,female,NA,NA,school_teacher,NA,2001-11-10,2013-08-05,2007
phid/00AMR,catherine king,ALP,female,PIT,socialScience,employed_professional,NA,2001-11-10,2023-01-01,2007
phid/00AMT,maria vamvakinou,ALP,female,Mel,humanities,school_teacher,NA,2001-11-10,2023-01-01,2007
phid/00AN3,brendan o'connor,ALP,male,Mon,humanities_law,trade_unionist,NA,2004-10-09,2023-01-01,2007
phid/2V5,wayne swan,ALP,male,Qld,humanities,full-time_politician,NA,1998-10-03,2019-04-11,2007
phid/3J4,rod sawford,ALP,male,NA,NA,school_teacher,NA,1988-03-26,2007-10-17,2007
phid/4T4,daryl melham,ALP,male,Syd,economics,employed_professional,NA,1990-03-24,2013-09-07,2007
phid/5I4,bob mcmullan,ALP,male,UWA,economics,trade_unionist,NA,1998-10-03,2010-07-19,2007
phid/5K6,annette ellis,ALP,female,NA,NA,full-time_politician,NA,1998-10-03,2010-07-19,2007
phid/5V5,stephen smith,ALP,male,UWA,humanities_law,employed_professional,NA,1993-03-13,2013-08-05,2007
phid/83A,kirsten livermore,ALP,female,Qld,economics,trade_unionist,NA,1998-10-03,2013-08-05,2007
phid/83D,john murphy,ALP,male,NA,NA,employed_professional,NA,1998-10-03,2010-08-21,2007
phid/83E,bernie ripoll,ALP,male,QUT,economics,trade_unionist,Military,1998-10-03,2016-05-09,2007
phid/83K,nicola roxon,ALP,female,Mel,humanities_law,trade_unionist,NA,1998-10-03,2013-08-05,2007
phid/83L,julia gillard,ALP,female,Mel,humanities_law,employed_professional,NA,1998-10-03,2013-08-05,2007
phid/83M,tanya plibersek,ALP,female,UTS,humanities,employed_other_white-collar_worker,NA,1998-10-03,2023-01-01,2007
phid/83N,jill hall,ALP,female,New,humanities,full-time_politician,NA,1998-10-03,2016-05-09,2007
phid/83R,graham edwards,ALP,male,NA,NA,full-time_politician,Military,1998-10-03,2007-10-17,2007
phid/83S,anna burke,ALP,female,Mon,humanities,trade_unionist,NA,1998-10-03,2016-05-09,2007
phid/83T,kevin rudd,ALP,male,ANU,humanities,employed_professional,NA,1998-10-03,2013-11-22,2007
phid/83V,craig emerson,ALP,male,Syd,economics,full-time_politician,NA,1998-10-03,2013-08-05,2007
