phid,Name,Party,Sex,Uni,Subject,PrinOcc,Military,mpFrom,mpTo,year
phid/2V4,clyde cameron,ALP,male,NA,NA,trade_unionist,NA,1949-12-10,1980-09-19,1951
phid/6V4,fred daly,ALP,male,NA,NA,trade_unionist,NA,1949-12-10,1975-11-11,1951
phid/A48,ben chifley,ALP,male,NA,NA,trade_unionist,NA,1940-09-21,1951-06-13,1951
phid/BV8,arthur calwell,ALP,male,NA,NA,trade_unionist,NA,1940-09-21,1972-11-02,1951
phid/DTN,h.v. evatt,ALP,male,Syd,humanities_law,employed_professional,NA,1940-09-21,1958-11-22,1951
phid/JF7,kim edward beazley,ALP,male,UWA,humanities,university_professor,NA,1945-08-18,1977-11-10,1951
phid/JLV,gordon anderson,ALP,male,NA,NA,employed_other_white-collar_worker,NA,1949-12-10,1955-11-04,1951
phid/JLW,tom andrews,ALP,male,NA,NA,school_teacher,NA,1949-12-10,1955-12-10,1951
phid/JPE,alan bird,ALP,male,NA,NA,employed_blue-collar_worker,NA,1949-12-10,1962-07-21,1951
phid/JRF,bill bourke,ALP,male,Mel,humanities,employed_professional,NA,1949-12-10,1955-12-10,1951
phid/JSW,bill bryson,ALP,male,NA,NA,employed_middle_management,NA,1949-12-10,1955-12-10,1951
phid/JTF,tom burke,ALP,male,NA,NA,employed_middle_management,Military,1943-08-21,1955-12-10,1951
phid/JUP,percy clarey,ALP,male,NA,NA,trade_unionist,NA,1949-12-10,1960-05-17,1951
phid/JUQ,joe clark,ALP,male,NA,NA,self-employed_small_businessman,NA,1934-09-15,1969-09-29,1951
phid/JUX,dan minogue,ALP,male,NA,NA,self-employed_small_businessman,NA,1949-12-10,1969-06-26,1951
phid/JVA,charles morgan,ALP,male,NA,NA,employed_professional,NA,1949-12-10,1958-11-22,1951
phid/JVJ,dan mulcahy,ALP,male,NA,NA,self-employed_small_businessman,NA,1934-09-15,1953-07-13,1951
phid/JVM,jack mullens,ALP,male,NA,NA,school_teacher,NA,1949-12-10,1955-12-10,1951
phid/JVU,jock nelson,ALP,male,NA,NA,self-employed_farmer_fisherman,Military,1949-12-10,1966-10-31,1951
phid/JWR,cyril chambers,ALP,male,NA,NA,employed_professional,Military,1943-08-21,1958-10-14,1951
phid/JWU,allan fraser,ALP,male,NA,NA,employed_other_white-collar_worker,NA,1943-08-21,1966-11-26,1951
phid/JZB,joe fitzgerald,ALP,male,NA,NA,employed_other_white-collar_worker,NA,1949-12-10,1955-12-10,1951
phid/K58,william o'connor,ALP,male,NA,NA,trade_unionist,NA,1949-12-10,1955-12-10,1951
phid/K6T,dominic costa,ALP,male,NA,NA,trade_unionist,NA,1949-12-10,1969-09-29,1951
phid/K7O,jack cremean,ALP,male,NA,NA,employed_other_white-collar_worker,NA,1949-12-10,1955-12-10,1951
phid/K8B,dan curtin,ALP,male,NA,NA,employed_blue-collar_worker,NA,1949-12-10,1955-12-10,1951
phid/K9G,herbert johnson,ALP,male,NA,NA,trade_unionist,NA,1940-11-16,1958-10-14,1951
phid/KCC,billy davies,ALP,male,NA,economics,trade_unionist,NA,1949-12-10,1956-02-17,1951
phid/KCM,arthur drakeford,ALP,male,NA,NA,trade_unionist,NA,1934-09-15,1955-12-10,1951
phid/KDA,gil duthie,ALP,male,Mel,humanities,school_teacher,NA,1946-09-28,1975-12-13,1951
phid/KDB,bill edmonds,ALP,male,NA,NA,trade_unionist,NA,1946-09-28,1958-11-22,1951
phid/KEJ,stan keon,ALP,male,NA,NA,employed_middle_management,NA,1949-12-10,1955-12-10,1951
phid/KFG,charles griffiths,ALP,male,NA,NA,trade_unionist,NA,1949-12-10,1972-11-02,1951
phid/KGX,les haylen,ALP,male,NA,NA,employed_other_white-collar_worker,Military,1943-08-21,1963-11-30,1951
phid/KHL,jack holloway,ALP,male,NA,NA,trade_unionist,NA,1931-12-19,1951-03-19,1951
phid/KJQ,rowley james,ALP,male,NA,NA,trade_unionist,NA,1928-11-17,1958-10-14,1951
phid/KNM,jim harrison,ALP,male,NA,NA,trade_unionist,NA,1949-12-10,1969-09-29,1951
phid/KRE,tom sheehan,ALP,male,NA,NA,trade_unionist,NA,1937-10-23,1955-03-26,1951
phid/KVT,albert thompson,ALP,male,NA,NA,self-employed_farmer_fisherman,NA,1949-12-10,1963-11-01,1951
phid/KX7,eddie ward,ALP,male,NA,NA,trade_unionist,NA,1932-02-06,1963-07-31,1951
phid/KXB,david oliver watkins,ALP,male,NA,NA,self-employed_small_businessman,Military,1935-06-01,1958-10-14,1951
phid/KXZ,ted peters,ALP,male,NA,NA,trade_unionist,NA,1949-12-10,1955-12-10,1951
phid/KYC,reg pollard,ALP,male,NA,NA,self-employed_farmer_fisherman,Military,1949-12-10,1966-11-26,1951
phid/KZ9,bill riordan,ALP,male,NA,NA,full-time_politician,NA,1936-12-12,1966-10-31,1951
phid/KZX,george lawson,ALP,male,NA,NA,trade_unionist,Military,1931-12-19,1961-11-02,1951
phid/L07,bert lazzarini,ALP,male,NA,NA,self-employed_small_businessman,NA,1934-09-15,1952-10-01,1951
phid/L08,sol rosevear,ALP,male,NA,NA,employed_blue-collar_worker,NA,1931-12-19,1953-03-21,1951
phid/L0F,edgar russell,ALP,male,NA,NA,self-employed_professional,NA,1943-08-21,1963-03-31,1951
