phid,Name,Party,Sex,Uni,Subject,PrinOcc,Military,mpFrom,mpTo,year
phid/JP8,joe berinson,ALP,male,UWA,law,employed_professional,NA,1969-10-25,1975-12-13,1972
phid/JPJ,fred birrell,ALP,male,NA,NA,trade_unionist,Military,1963-11-30,1974-04-11,1972
phid/JSU,gordon bryant,ALP,male,Mel,humanities,school_teacher,Military,1955-12-10,1980-09-19,1972
phid/JWU,allan fraser,ALP,male,NA,NA,employed_other_white-collar_worker,NA,1969-10-25,1972-11-02,1972
phid/JZP,bill fulton,ALP,male,NA,NA,employed_top_management,Military,1958-11-22,1975-11-11,1972
phid/JZX,fred collard,ALP,male,NA,NA,trade_unionist,NA,1961-12-09,1975-12-13,1972
phid/K0O,rex connor,ALP,male,NA,NA,self-employed_farmer_fisherman,Military,1963-11-30,1977-08-22,1972
phid/K4U,martin nicholls,ALP,male,NA,NA,trade_unionist,Military,1963-11-30,1977-09-30,1972
phid/K5L,jim cope,ALP,male,NA,NA,trade_unionist,NA,1969-10-25,1975-11-11,1972
phid/K9J,keith johnson,ALP,male,NA,NA,trade_unionist,NA,1969-10-25,1980-09-19,1972
phid/K9M,les johnson,ALP,male,NA,NA,trade_unionist,NA,1969-10-25,1983-12-19,1972
phid/KCB,ron davies,ALP,male,Tas,humanities,school_teacher,Military,1958-11-22,1975-12-13,1972
phid/KDA,gil duthie,ALP,male,Mel,humanities,school_teacher,NA,1946-09-28,1975-12-13,1972
phid/KDP,doug everingham,ALP,male,Syd,medicine,employed_professional,NA,1967-09-30,1975-12-13,1972
phid/KDV,charles jones,ALP,male,NA,NA,trade_unionist,NA,1958-11-22,1983-02-04,1972
phid/KEC,david kennedy,ALP,male,Mel,humanities,school_teacher,NA,1969-06-07,1972-12-02,1972
phid/KEI,len keogh,ALP,male,NA,NA,self-employed_small_businessman,NA,1969-10-25,1975-12-13,1972
phid/KFB,john fitzpatrick,ALP,male,NA,NA,trade_unionist,Military,1969-10-25,1977-12-10,1972
phid/KFG,charles griffiths,ALP,male,NA,NA,trade_unionist,NA,1949-12-10,1972-11-02,1972
phid/KFO,norm foster,ALP,male,NA,NA,trade_unionist,Military,1969-10-25,1972-12-02,1972
phid/KFU,richard gun,ALP,male,Adl,medicine,employed_professional,NA,1969-10-25,1975-12-13,1972
phid/KGH,brendan hansen,ALP,male,NA,NA,trade_unionist,NA,1961-12-09,1974-05-18,1972
phid/KGN,frank kirwan,ALP,male,NA,NA,trade_unionist,NA,1969-10-25,1972-12-02,1972
phid/KID,tony luchetti,ALP,male,NA,NA,employed_other_white-collar_worker,NA,1951-07-28,1975-11-11,1972
phid/KJO,bert james,ALP,male,NA,NA,employed_blue-collar_worker,NA,1960-04-09,1980-09-19,1972
phid/KN9,vince martin,ALP,male,NA,NA,employed_professional,NA,1969-10-25,1980-09-19,1972
phid/KRK,hector mcivor,ALP,male,NA,NA,employed_other_white-collar_worker,NA,1955-12-10,1972-11-02,1972
phid/KUX,frank stewart,ALP,male,NA,NA,other,Military,1953-08-29,1977-12-10,1972
phid/KWZ,laurie wallis,ALP,male,NA,NA,trade_unionist,NA,1969-10-25,1983-02-04,1972
phid/KXI,harry webb,ALP,male,NA,NA,trade_unionist,NA,1961-12-09,1972-12-02,1972
phid/KXV,rex patterson,ALP,male,Qld,economics,employed_other_white-collar_worker,Military,1966-02-26,1975-12-13,1972
phid/KYS,len reynolds,ALP,male,Syd,humanities_other,university_professor,Military,1969-10-25,1975-11-11,1972
phid/L6X,horrie garrick,ALP,male,NA,NA,employed_blue-collar_worker,NA,1969-10-25,1977-11-10,1972
phid/L8C,ray sherry,ALP,male,NA,NA,other,Military,1969-10-25,1975-12-13,1972
phid/NF4,barry cohen,ALP,male,ANU,humanities,employed_top_management,Military,1969-10-25,1990-02-19,1972
phid/NH4,paul keating,ALP,male,NSW,humanities,trade_unionist,NA,1969-10-25,1996-04-23,1972
phid/RK4,bill hayden,ALP,male,Qld,economics,full-time_politician,NA,1961-12-09,1988-08-17,1972
phid/SH4,richard klugman,ALP,male,Syd,biol_chem_phys,employed_professional,NA,1969-10-25,1990-02-19,1972
phid/YF4,manfred cross,ALP,male,Qld,humanities,employed_other_white-collar_worker,NA,1961-12-09,1975-12-13,1972
phid/ZE4,lionel bowen,ALP,male,Syd,law,employed_professional,Military,1969-10-25,1990-02-19,1972
