0	LaT
1	Mel
2	Qld
3	Syd
4	RMIT
5	NUK
6	Adl
7	Fli
8	UWA
9	Mon
10	NSW
11	Mur
12	UNE
13	ANU
14	economics
15	economics_law
16	humanities_law
17	humanities_economics
18	law
19	medicine
20	biol_chem_phys
21	socialScience
22	humanities
23	agronomy_economics
24	employed_top_management
25	employed_blue-collar_worker
26	employed_professional
27	full-time_politician
28	employed_other_white-collar_worker
29	self-employed_farmer_fisherman
30	employed_middle_management
31	self-employed_small_businessman
32	school_teacher
33	Military
