0	Syd
1	Adl
2	Oth
3	Qld
4	Mel
5	NUK
6	UWA
7	Tas
8	Mon
9	ANU
10	Cam
11	Can
12	NSW
13	UNE
14	agronomy
15	humanities_law
16	law
17	medicine
18	humanities
19	economics
20	biol_chem_phys_medicine
21	socialScience
22	biol_chem_phys
23	engineering
24	economics_law
25	employed_professional
26	self-employed_farmer_fisherman
27	school_teacher
28	self-employed_professional
29	university_professor
30	employed_top_management
31	full-time_politician
32	employed_other_white-collar_worker
33	self-employed_small_businessman
34	Military
