0	Syd
1	Qld
2	Mel
3	NUK
4	UWA
5	Adl
6	Tas
7	Mon
8	ANU
9	Cam
10	Can
11	Oth
12	NSW
13	agronomy
14	humanities_law
15	humanities
16	economics
17	law
18	biol_chem_phys_medicine
19	socialScience
20	biol_chem_phys
21	engineering
22	economics_law
23	employed_professional
24	self-employed_farmer_fisherman
25	school_teacher
26	self-employed_professional
27	employed_top_management
28	university_professor
29	employed_other_white-collar_worker
30	self-employed_small_businessman
31	Military
