0	LaT
1	Mel
2	Qld
3	Syd
4	Adl
5	UWS
6	Cur
7	RMIT
8	UWA
9	Fli
10	NSW
11	ANU
12	SCU
13	Dea
14	Oth
15	UTS
16	QUT
17	Mur
18	Mon
19	economics
20	humanities_law
21	humanities_economics
22	humanities
23	agronomy
24	economics_law
25	biol_chem_phys
26	law
27	socialScience
28	agronomy_economics
29	medicine
30	employed_top_management
31	full-time_politician
32	employed_professional
33	employed_middle_management
34	self-employed_farmer_fisherman
35	self-employed_small_businessman
36	school_teacher
37	employed_other_white-collar_worker
38	self-employed_professional
39	employed_blue-collar_worker
40	Military
