0	LaT
1	Mel
2	Qld
3	Syd
4	Adl
5	UWS
6	Cur
7	RMIT
8	USyd
9	UWA
10	Fli
11	NSW
12	ANU
13	SCU
14	Dea
15	Oth
16	UTS
17	UNSW ADFA
18	QUT
19	Mur
20	Mon
21	economics
22	humanities_law
23	humanities_economics
24	humanities
25	agronomy
26	socialScience
27	economics_law
28	biol_chem_phys
29	law
30	agronomy_economics
31	medicine
32	employed_top_management
33	full-time_politician
34	employed_professional
35	employed_middle_management
36	self-employed_farmer_fisherman
37	self-employed_small_businessman
38	school_teacher
39	employed_other_white-collar_worker
40	self-employed_professional
41	employed_blue-collar_worker
42	Military
