0	LaT
1	Syd
2	Mel
3	Qld
4	Oth
5	RMIT
6	NUK
7	UWA
8	Adl
9	Fli
10	QUT
11	Mon
12	GRI
13	ANU
14	NSW
15	Cam
16	UNE
17	economics
18	humanities_law
19	economics_law
20	humanities_economics
21	law
22	medicine
23	humanities
24	socialScience
25	engineering
26	employed_top_management
27	employed_blue-collar_worker
28	employed_professional
29	full-time_politician
30	school_teacher
31	employed_other_white-collar_worker
32	self-employed_farmer_fisherman
33	self-employed_professional
34	university_professor
35	employed_middle_management
36	self-employed_small_businessman
37	Military
