0	PIT
1	Mel
2	Mon
3	Syd
4	Qld
5	ANU
6	UWA
7	QUT
8	UTS
9	New
10	Tas
11	UWS
12	Wol
13	Mac
14	NSW
15	Bal
16	Fli
17	Adl
18	Cur
19	socialScience
20	humanities
21	humanities_law
22	law
23	economics
24	economics_law
25	biol_chem_phys
26	biol_chem_phys_law
27	engineering
28	employed_top_management
29	school_teacher
30	employed_professional
31	trade_unionist
32	university_professor
33	full-time_politician
34	self-employed_small_businessman
35	employed_other_white-collar_worker
36	Military
