0	Syd
1	Mel
2	UWA
3	LSE
4	ANU
5	Oth
6	Tas
7	Adl
8	RMIT
9	Qld
10	NSW
11	UWE
12	economics
13	humanities_law
14	law
15	biol_chem_phys
16	humanities
17	medicine
18	humanities_other
19	agronomy
20	university_professor
21	school_teacher
22	trade_unionist
23	employed_blue-collar_worker
24	employed_professional
25	self-employed_small_businessman
26	full-time_politician
27	employed_other_white-collar_worker
28	employed_middle_management
29	self-employed_farmer_fisherman
30	employed_top_management
31	Military
