0	Qld
1	Syd
2	UWA
3	Mac
4	QUT
5	Mel
6	UTS
7	New
8	Mon
9	ANU
10	Fli
11	Cur
12	UC
13	Tas
14	LaT
15	LSE
16	NSW
17	Adl
18	humanities
19	economics
20	humanities_law
21	law
22	economics_law
23	mathematics_computerScience
24	biol_chem_phys
25	biol_chem_phys_engineering
26	socialScience
27	employed_top_management
28	full-time_politician
29	school_teacher
30	trade_unionist
31	employed_professional
32	employed_blue-collar_worker
33	employed_other_white-collar_worker
34	university_professor
35	self-employed_small_businessman
36	employed_middle_management
37	Military
