0	Syd
1	Adl
2	Oth
3	Qld
4	Mel
5	NUK
6	UWA
7	Tas
8	ANU
9	Yal
10	Mon
11	Can
12	NSW
13	Cam
14	UNE
15	agronomy
16	humanities_law
17	law
18	medicine
19	humanities
20	economics
21	biol_chem_phys_medicine
22	biol_chem_phys
23	economics_law
24	employed_professional
25	self-employed_farmer_fisherman
26	school_teacher
27	self-employed_professional
28	peak_body_industrial_association
29	university_professor
30	employed_top_management
31	full-time_politician
32	employed_other_white-collar_worker
33	Military
