0	Swi
1	Qld
2	Syd
3	UWA
4	Mac
5	QUT
6	Mel
7	UTS
8	New
9	Mon
10	ANU
11	Fli
12	Cur
13	UC
14	Tas
15	LaT
16	LSE
17	NSW
18	Adl
19	economics
20	humanities
21	humanities_law
22	law
23	economics_law
24	mathematics_computerScience
25	biol_chem_phys
26	biol_chem_phys_engineering
27	socialScience
28	employed_top_management
29	employed_professional
30	full-time_politician
31	school_teacher
32	trade_unionist
33	employed_blue-collar_worker
34	employed_other_white-collar_worker
35	university_professor
36	self-employed_small_businessman
37	employed_middle_management
38	Military
