0	Mur
1	Mon
2	Mel
3	Qld
4	Syd
5	Adl
6	ANU
7	UWA
8	LSE
9	LaT
10	UWE
11	New
12	UNE
13	Oth
14	SIT
15	NSW
16	WIT
17	Tas
18	Cur
19	humanities
20	economics
21	medicine
22	law
23	socialScience
24	mathematics_computerScience
25	biol_chem_phys
26	humanities_law
27	biol_chem_phys_engineering
28	economics_law
29	full-time_politician
30	self-employed_farmer_fisherman
31	employed_professional
32	trade_unionist
33	school_teacher
34	employed_blue-collar_worker
35	university_professor
36	employed_top_management
37	employed_other_white-collar_worker
38	self-employed_small_businessman
39	employed_middle_management
40	self-employed_professional
41	Military
