0	Syd
1	Oth
2	Qld
3	RMIT
4	NUK
5	UWA
6	Mel
7	Adl
8	Fli
9	QUT
10	GRI
11	Mon
12	ANU
13	NSW
14	Cam
15	UNE
16	humanities_law
17	economics
18	humanities
19	law
20	biol_chem_phys_medicine
21	medicine
22	socialScience
23	economics_law
24	engineering
25	employed_professional
26	school_teacher
27	full-time_politician
28	employed_top_management
29	employed_other_white-collar_worker
30	employed_blue-collar_worker
31	self-employed_farmer_fisherman
32	self-employed_professional
33	university_professor
34	employed_middle_management
35	self-employed_small_businessman
36	Military
