0	PIT
1	Mel
2	Mon
3	UM
4	UWA
5	CUT
6	AU of Cairo
7	Syd
8	UTS
9	NSW
10	Oth
11	UNSW ADFA
12	QUT
13	USyd
14	UND (Aus)
15	Qld
16	CQU
17	UTAS
18	UNewcastle
19	ANU
20	Gri
21	UQ
22	Curtin
23	CSU
24	UWS
25	Wol
26	Mac
27	Fli
28	Adl
29	LaTrobe
30	socialScience
31	humanities
32	humanities_law
33	law
34	economics
35	medicine
36	biol_chem_phys
37	biol_chem_phys_law
38	employed_top_management
39	employed_professional
40	school_teacher
41	trade_unionist
42	international_organisation
43	self-employed_professional
44	university_professor
45	full-time_politician
46	employed_middle_management
47	self-employed_small_businessman
48	employed_other_white-collar_worker
49	Military
