0	PIT
1	Mel
2	Mon
3	Qld
4	Syd
5	UWA
6	QUT
7	UTS
8	New
9	ANU
10	Tas
11	Mac
12	Oth
13	Gri
14	QIT
15	NSW
16	Bal
17	Fli
18	Adl
19	Cur
20	socialScience
21	humanities
22	humanities_law
23	economics
24	law
25	economics_law
26	biol_chem_phys
27	biol_chem_phys_law
28	engineering
29	employed_top_management
30	school_teacher
31	employed_professional
32	trade_unionist
33	full-time_politician
34	employed_other_white-collar_worker
35	self-employed_small_businessman
36	self-employed_professional
37	employed_middle_management
38	Military
