0	Syd
1	Adl
2	Oth
3	Qld
4	Mel
5	NUK
6	UWA
7	Tas
8	ANU
9	Yal
10	Mon
11	NSW
12	Cam
13	UNE
14	agronomy
15	humanities_law
16	law
17	medicine
18	humanities
19	economics
20	biol_chem_phys_medicine
21	biol_chem_phys
22	economics_law
23	employed_professional
24	self-employed_farmer_fisherman
25	school_teacher
26	self-employed_professional
27	peak_body_industrial_association
28	university_professor
29	employed_top_management
30	full-time_politician
31	employed_other_white-collar_worker
32	Military
