0	Syd
1	Qld
2	Mel
3	NUK
4	UWA
5	Adl
6	Tas
7	Mon
8	ANU
9	Cam
10	Can
11	Oth
12	NSW
13	humanities_law
14	humanities
15	economics
16	law
17	biol_chem_phys_medicine
18	socialScience
19	economics_law
20	engineering
21	employed_professional
22	self-employed_farmer_fisherman
23	school_teacher
24	self-employed_professional
25	employed_top_management
26	university_professor
27	employed_other_white-collar_worker
28	full-time_politician
29	self-employed_small_businessman
30	Military
